行政區別,村里別,周可盛,柯文哲,楊秋興,連勝文,陳永昌,陳菊,馮光遠,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
,建山里,2,0,572,0,0,332,0,906,12,918,0,918,222,1140,80.53
,高中里,6,0,588,0,0,294,0,888,16,904,0,904,208,1112,81.29
,勤和里,10,0,234,0,0,114,0,358,16,374,0,374,32,406,92.12
,復興里,20,0,212,0,0,212,0,444,8,452,0,452,78,530,85.28
,拉芙蘭里,4,0,170,0,0,218,0,392,8,400,0,400,62,462,86.58
,梅山里,2,0,212,0,0,202,0,416,4,420,0,420,70,490,85.71
,總計,82,0,3080,0,0,2048,0,5210,120,5330,0,5330,1118,6448,82.66
那瑪夏區,,38,0,2240,0,0,1674,0,3952,78,4030,0,4030,594,4624,87.15
,達卡努瓦里,20,0,1220,0,0,888,0,2128,54,2182,0,2182,292,2474,88.2
,瑪雅里,10,0,626,0,0,328,0,964,18,982,0,982,148,1130,86.9
,南沙魯里,8,0,394,0,0,458,0,860,6,866,0,866,154,1020,84.9
,總計,38,0,2240,0,0,1674,0,3952,78,4030,0,4030,594,4624,87.15
