行政區別,村里別,伍大辰,侯漢廷,劉仕傑,劉耀仁,吳世正,吳崢,吳志剛,吳曉東,吳沛憶,周威佑,周柏雅,張凱鈞,張斯綱,張東隆,張榮法,張秀葉,張茂楠,徐世勲,徐巧芯,徐弘庭,徐書慧,徐立信,應曉薇,戴錫欽,曾勁元,李克焜,李建昌,李志恒,李慶元,李慶鋒,李明賢,李柏毅,李美津,李茂榮,杜彩菊,林世宗,林亭君,林亮君,林國成,林婕麗,林明正,林杏兒,林柏勛,林瑞圖,林穎孟,林逸萍,梁文傑,楊仟慧,楊時睿,楊靜宇,歐陽龍,江志銘,汪志冰,洪健益,洪士奇,游淑慧,游藝,潘懷宗,潘翰疆,王世堅,王奕凱,王威中,王孝維,王振鴻,王映心,王欣儀,王正德,王浩,王致雅,王芝安,王閔生,王鴻芸,王鴻薇,秦慧珠,簡舒培,羅智強,耿葳,苗博雅,葉智遠,葉林傳,葉海瑞,蔡宜珊,蕭新晟,蕭瑞麟,蕭筱臻,蕭赫麟,蘇恆,許家蓓,許淑華,許菡芸,謝維洲,趙家蓉,邱威傑,郭昭巖,鄭建炘,鍾佩玲,鍾小平,鍾沛君,闕枚莎,阮昭雄,陳又新,陳婕瑄,陳建銘,陳彥伯,陳怡君,陳慈慧,陳政忠,陳永德,陳炳甫,陳義洲,陳賢蔚,陳重文,陳錦祥,顏聖冠,顏若芳,高嘉瑜,黃德北,黃珊珊,黃郁芬,黃麗香,龔偉綸
大同區,至聖里,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,10.0,,588.0,778.0,584.0,212.0,,,,,,,866.0,48.0,,,,,,,,,,,88.0,1176.0,,,,,,,,560.0,,,,12.0,,,,,,,,872.0,,,,,,,240.0,,,,,,,,,,,,,,,,,,1136.0,,,,996.0,,,,,,792.0,,,,,16.0,
大同區,蓬萊里,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,8.0,,350.0,526.0,614.0,122.0,,,,,,,550.0,18.0,,,,,,,,,,,50.0,606.0,,,,,,,,430.0,,,,18.0,,,,,,,,410.0,,,,,,,142.0,,,,,,,,,,,,,,,,,,534.0,,,,690.0,,,,,,450.0,,,,,10.0,
大同區,鄰江里,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,8.0,,312.0,608.0,542.0,182.0,,,,,,,606.0,32.0,,,,,,,,,,,54.0,1460.0,,,,,,,,360.0,,,,10.0,,,,,,,,504.0,,,,,,,184.0,,,,,,,,,,,,,,,,,,792.0,,,,1256.0,,,,,,574.0,,,,,10.0,
大同區,重慶里,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,14.0,,546.0,662.0,424.0,152.0,,,,,,,584.0,22.0,,,,,,,,,,,92.0,504.0,,,,,,,,502.0,,,,4.0,,,,,,,,606.0,,,,,,,252.0,,,,,,,,,,,,,,,,,,1266.0,,,,1004.0,,,,,,508.0,,,,,10.0,
大同區,隆和里,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,2.0,,204.0,312.0,368.0,88.0,,,,,,,398.0,24.0,,,,,,,,,,,16.0,452.0,,,,,,,,146.0,,,,2.0,,,,,,,,198.0,,,,,,,80.0,,,,,,,,,,,,,,,,,,266.0,,,,624.0,,,,,,362.0,,,,,0.0,
大同區,雙連里,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,20.0,,688.0,1062.0,646.0,212.0,,,,,,,1316.0,54.0,,,,,,,,,,,94.0,1112.0,,,,,,,,476.0,,,,22.0,,,,,,,,718.0,,,,,,,266.0,,,,,,,,,,,,,,,,,,924.0,,,,1716.0,,,,,,956.0,,,,,14.0,
大安區,仁愛里,,,,,,,,,,,248.0,50.0,,,,,,,,288.0,,,,,,2.0,,8.0,210.0,192.0,,392.0,,,,,,,,,,,,,152.0,24.0,,,,,252.0,,,,,,,,,,,,,,,218.0,,,134.0,,194.0,,,,338.0,810.0,196.0,284.0,,,,,,8.0,,,,,,,,,,,4.0,,,288.0,,262.0,,,,102.0,,,,,,,,,316.0,,,,18.0,,,,
大安區,仁慈里,,,,,,,,,,,288.0,154.0,,,,,,,,254.0,,,,,,0.0,,14.0,156.0,204.0,,336.0,,,,,,,,,,,,,254.0,36.0,,,,,204.0,,,,,,,,,,,,,,,194.0,,,168.0,,186.0,,,,382.0,900.0,182.0,360.0,,,,,,22.0,,,,,,,,,,,6.0,,,300.0,,208.0,,,,108.0,,,,,,,,,388.0,,,,8.0,,,,
大安區,住安里,,,,,,,,,,,206.0,72.0,,,,,,,,302.0,,,,,,2.0,,6.0,130.0,244.0,,888.0,,,,,,,,,,,,,178.0,36.0,,,,,234.0,,,,,,,,,,,,,,,212.0,,,136.0,,206.0,,,,426.0,756.0,242.0,300.0,,,,,,20.0,,,,,,,,,,,8.0,,,214.0,,182.0,,,,102.0,,,,,,,,,194.0,,,,26.0,,,,
大安區,光信里,,,,,,,,,,,264.0,94.0,,,,,,,,332.0,,,,,,6.0,,14.0,152.0,272.0,,436.0,,,,,,,,,,,,,304.0,34.0,,,,,222.0,,,,,,,,,,,,,,,206.0,,,228.0,,254.0,,,,578.0,1200.0,318.0,450.0,,,,,,28.0,,,,,,,,,,,2.0,,,438.0,,282.0,,,,170.0,,,,,,,,,1740.0,,,,6.0,,,,
大安區,光明里,,,,,,,,,,,138.0,54.0,,,,,,,,130.0,,,,,,8.0,,8.0,106.0,224.0,,866.0,,,,,,,,,,,,,192.0,30.0,,,,,152.0,,,,,,,,,,,,,,,116.0,,,138.0,,122.0,,,,184.0,434.0,124.0,244.0,,,,,,20.0,,,,,,,,,,,0.0,,,108.0,,104.0,,,,64.0,,,,,,,,,58.0,,,,6.0,,,,
大安區,光武里,,,,,,,,,,,274.0,58.0,,,,,,,,302.0,,,,,,4.0,,14.0,246.0,340.0,,574.0,,,,,,,,,,,,,264.0,64.0,,,,,372.0,,,,,,,,,,,,,,,300.0,,,176.0,,328.0,,,,458.0,1210.0,362.0,498.0,,,,,,6.0,,,,,,,,,,,4.0,,,364.0,,376.0,,,,142.0,,,,,,,,,686.0,,,,20.0,,,,
大安區,全安里,,,,,,,,,,,188.0,70.0,,,,,,,,768.0,,,,,,4.0,,10.0,112.0,172.0,,366.0,,,,,,,,,,,,,186.0,38.0,,,,,168.0,,,,,,,,,,,,,,,154.0,,,150.0,,150.0,,,,302.0,610.0,230.0,278.0,,,,,,50.0,,,,,,,,,,,2.0,,,234.0,,150.0,,,,80.0,,,,,,,,,110.0,,,,8.0,,,,
大安區,古莊里,,,,,,,,,,,272.0,122.0,,,,,,,,480.0,,,,,,2.0,,28.0,312.0,316.0,,648.0,,,,,,,,,,,,,478.0,76.0,,,,,278.0,,,,,,,,,,,,,,,222.0,,,270.0,,228.0,,,,594.0,1098.0,472.0,536.0,,,,,,28.0,,,,,,,,,,,10.0,,,332.0,,366.0,,,,164.0,,,,,,,,,420.0,,,,34.0,,,,
大安區,古風里,,,,,,,,,,,168.0,50.0,,,,,,,,208.0,,,,,,4.0,,10.0,328.0,214.0,,742.0,,,,,,,,,,,,,268.0,30.0,,,,,126.0,,,,,,,,,,,,,,,230.0,,,126.0,,142.0,,,,318.0,484.0,206.0,298.0,,,,,,10.0,,,,,,,,,,,2.0,,,212.0,,192.0,,,,84.0,,,,,,,,,82.0,,,,8.0,,,,
大安區,和安里,,,,,,,,,,,302.0,116.0,,,,,,,,452.0,,,,,,2.0,,16.0,234.0,216.0,,520.0,,,,,,,,,,,,,302.0,52.0,,,,,236.0,,,,,,,,,,,,,,,298.0,,,216.0,,238.0,,,,640.0,1054.0,366.0,410.0,,,,,,38.0,,,,,,,,,,,0.0,,,770.0,,222.0,,,,158.0,,,,,,,,,184.0,,,,38.0,,,,
大安區,大學里,,,,,,,,,,,384.0,160.0,,,,,,,,1106.0,,,,,,6.0,,22.0,336.0,372.0,,514.0,,,,,,,,,,,,,352.0,82.0,,,,,284.0,,,,,,,,,,,,,,,304.0,,,252.0,,302.0,,,,604.0,1474.0,376.0,722.0,,,,,,26.0,,,,,,,,,,,16.0,,,396.0,,430.0,,,,188.0,,,,,,,,,306.0,,,,38.0,,,,
大安區,學府里,,,,,,,,,,,108.0,18.0,,,,,,,,208.0,,,,,,0.0,,4.0,122.0,74.0,,304.0,,,,,,,,,,,,,62.0,6.0,,,,,80.0,,,,,,,,,,,,,,,286.0,,,92.0,,84.0,,,,116.0,346.0,326.0,158.0,,,,,,14.0,,,,,,,,,,,2.0,,,180.0,,228.0,,,,70.0,,,,,,,,,72.0,,,,6.0,,,,
大安區,建倫里,,,,,,,,,,,266.0,70.0,,,,,,,,196.0,,,,,,2.0,,24.0,134.0,232.0,,380.0,,,,,,,,,,,,,232.0,30.0,,,,,198.0,,,,,,,,,,,,,,,462.0,,,142.0,,220.0,,,,438.0,1106.0,260.0,358.0,,,,,,22.0,,,,,,,,,,,2.0,,,380.0,,298.0,,,,138.0,,,,,,,,,388.0,,,,12.0,,,,
大安區,建安里,,,,,,,,,,,182.0,50.0,,,,,,,,242.0,,,,,,6.0,,6.0,176.0,182.0,,304.0,,,,,,,,,,,,,220.0,32.0,,,,,256.0,,,,,,,,,,,,,,,198.0,,,122.0,,178.0,,,,334.0,870.0,264.0,284.0,,,,,,8.0,,,,,,,,,,,6.0,,,290.0,,220.0,,,,114.0,,,,,,,,,274.0,,,,4.0,,,,
大安區,德安里,,,,,,,,,,,230.0,60.0,,,,,,,,372.0,,,,,,0.0,,14.0,142.0,182.0,,486.0,,,,,,,,,,,,,236.0,18.0,,,,,332.0,,,,,,,,,,,,,,,242.0,,,150.0,,236.0,,,,430.0,1058.0,322.0,318.0,,,,,,16.0,,,,,,,,,,,8.0,,,336.0,,220.0,,,,134.0,,,,,,,,,322.0,,,,16.0,,,,
大安區,敦安里,,,,,,,,,,,264.0,78.0,,,,,,,,370.0,,,,,,0.0,,12.0,154.0,236.0,,560.0,,,,,,,,,,,,,224.0,32.0,,,,,244.0,,,,,,,,,,,,,,,178.0,,,150.0,,224.0,,,,640.0,956.0,294.0,402.0,,,,,,16.0,,,,,,,,,,,6.0,,,428.0,,302.0,,,,106.0,,,,,,,,,448.0,,,,20.0,,,,
大安區,敦煌里,,,,,,,,,,,286.0,108.0,,,,,,,,288.0,,,,,,0.0,,10.0,134.0,246.0,,516.0,,,,,,,,,,,,,252.0,30.0,,,,,224.0,,,,,,,,,,,,,,,178.0,,,210.0,,202.0,,,,486.0,1068.0,272.0,386.0,,,,,,18.0,,,,,,,,,,,6.0,,,286.0,,234.0,,,,132.0,,,,,,,,,606.0,,,,16.0,,,,
大安區,新龍里,,,,,,,,,,,240.0,94.0,,,,,,,,660.0,,,,,,4.0,,8.0,206.0,186.0,,954.0,,,,,,,,,,,,,278.0,80.0,,,,,170.0,,,,,,,,,,,,,,,294.0,,,204.0,,206.0,,,,246.0,1290.0,760.0,438.0,,,,,,24.0,,,,,,,,,,,4.0,,,462.0,,154.0,,,,244.0,,,,,,,,,178.0,,,,24.0,,,,
大安區,昌隆里,,,,,,,,,,,202.0,24.0,,,,,,,,114.0,,,,,,2.0,,2.0,114.0,122.0,,192.0,,,,,,,,,,,,,130.0,10.0,,,,,100.0,,,,,,,,,,,,,,,418.0,,,94.0,,162.0,,,,318.0,474.0,138.0,200.0,,,,,,10.0,,,,,,,,,,,2.0,,,134.0,,210.0,,,,54.0,,,,,,,,,74.0,,,,8.0,,,,
大安區,正聲里,,,,,,,,,,,198.0,52.0,,,,,,,,126.0,,,,,,0.0,,12.0,144.0,184.0,,672.0,,,,,,,,,,,,,186.0,40.0,,,,,168.0,,,,,,,,,,,,,,,164.0,,,116.0,,116.0,,,,256.0,756.0,228.0,334.0,,,,,,20.0,,,,,,,,,,,0.0,,,232.0,,202.0,,,,118.0,,,,,,,,,414.0,,,,30.0,,,,
大安區,民炤里,,,,,,,,,,,472.0,138.0,,,,,,,,426.0,,,,,,2.0,,20.0,250.0,356.0,,442.0,,,,,,,,,,,,,338.0,62.0,,,,,240.0,,,,,,,,,,,,,,,236.0,,,256.0,,392.0,,,,680.0,1206.0,428.0,500.0,,,,,,32.0,,,,,,,,,,,8.0,,,658.0,,408.0,,,,194.0,,,,,,,,,218.0,,,,30.0,,,,
大安區,民輝里,,,,,,,,,,,344.0,126.0,,,,,,,,240.0,,,,,,4.0,,10.0,276.0,330.0,,400.0,,,,,,,,,,,,,342.0,48.0,,,,,206.0,,,,,,,,,,,,,,,202.0,,,250.0,,270.0,,,,594.0,1442.0,328.0,436.0,,,,,,28.0,,,,,,,,,,,2.0,,,332.0,,424.0,,,,130.0,,,,,,,,,348.0,,,,16.0,,,,
大安區,永康里,,,,,,,,,,,166.0,56.0,,,,,,,,212.0,,,,,,0.0,,8.0,108.0,124.0,,278.0,,,,,,,,,,,,,180.0,24.0,,,,,214.0,,,,,,,,,,,,,,,116.0,,,140.0,,170.0,,,,330.0,622.0,166.0,222.0,,,,,,10.0,,,,,,,,,,,0.0,,,198.0,,118.0,,,,52.0,,,,,,,,,160.0,,,,12.0,,,,
大安區,法治里,,,,,,,,,,,124.0,88.0,,,,,,,,424.0,,,,,,4.0,,10.0,106.0,210.0,,370.0,,,,,,,,,,,,,186.0,34.0,,,,,204.0,,,,,,,,,,,,,,,220.0,,,116.0,,126.0,,,,332.0,704.0,276.0,262.0,,,,,,16.0,,,,,,,,,,,2.0,,,288.0,,314.0,,,,118.0,,,,,,,,,424.0,,,,14.0,,,,
大安區,福住里,,,,,,,,,,,208.0,112.0,,,,,,,,314.0,,,,,,2.0,,10.0,184.0,240.0,,492.0,,,,,,,,,,,,,324.0,56.0,,,,,344.0,,,,,,,,,,,,,,,290.0,,,214.0,,268.0,,,,468.0,1010.0,342.0,434.0,,,,,,14.0,,,,,,,,,,,4.0,,,302.0,,232.0,,,,108.0,,,,,,,,,142.0,,,,24.0,,,,
大安區,群英里,,,,,,,,,,,166.0,76.0,,,,,,,,734.0,,,,,,0.0,,10.0,294.0,144.0,,720.0,,,,,,,,,,,,,282.0,106.0,,,,,332.0,,,,,,,,,,,,,,,406.0,,,204.0,,194.0,,,,220.0,1358.0,810.0,436.0,,,,,,94.0,,,,,,,,,,,2.0,,,696.0,,128.0,,,,344.0,,,,,,,,,132.0,,,,14.0,,,,
大安區,群賢里,,,,,,,,,,,246.0,64.0,,,,,,,,460.0,,,,,,4.0,,4.0,202.0,232.0,,492.0,,,,,,,,,,,,,246.0,64.0,,,,,246.0,,,,,,,,,,,,,,,240.0,,,218.0,,256.0,,,,358.0,900.0,386.0,346.0,,,,,,96.0,,,,,,,,,,,6.0,,,648.0,,206.0,,,,146.0,,,,,,,,,342.0,,,,20.0,,,,
大安區,義安里,,,,,,,,,,,246.0,78.0,,,,,,,,426.0,,,,,,2.0,,8.0,108.0,220.0,,800.0,,,,,,,,,,,,,230.0,24.0,,,,,244.0,,,,,,,,,,,,,,,222.0,,,156.0,,198.0,,,,408.0,776.0,280.0,318.0,,,,,,38.0,,,,,,,,,,,2.0,,,284.0,,194.0,,,,140.0,,,,,,,,,332.0,,,,12.0,,,,
大安區,義村里,,,,,,,,,,,194.0,42.0,,,,,,,,322.0,,,,,,0.0,,8.0,424.0,146.0,,572.0,,,,,,,,,,,,,288.0,36.0,,,,,212.0,,,,,,,,,,,,,,,184.0,,,126.0,,200.0,,,,278.0,1058.0,746.0,316.0,,,,,,6.0,,,,,,,,,,,8.0,,,430.0,,222.0,,,,238.0,,,,,,,,,226.0,,,,28.0,,,,
大安區,臥龍里,,,,,,,,,,,80.0,28.0,,,,,,,,156.0,,,,,,0.0,,0.0,92.0,88.0,,154.0,,,,,,,,,,,,,82.0,16.0,,,,,54.0,,,,,,,,,,,,,,,68.0,,,72.0,,96.0,,,,142.0,406.0,134.0,164.0,,,,,,24.0,,,,,,,,,,,0.0,,,148.0,,104.0,,,,50.0,,,,,,,,,190.0,,,,12.0,,,,
大安區,臨江里,,,,,,,,,,,134.0,60.0,,,,,,,,388.0,,,,,,4.0,,12.0,106.0,340.0,,356.0,,,,,,,,,,,,,192.0,26.0,,,,,208.0,,,,,,,,,,,,,,,212.0,,,154.0,,142.0,,,,386.0,554.0,204.0,216.0,,,,,,4.0,,,,,,,,,,,2.0,,,216.0,,150.0,,,,78.0,,,,,,,,,480.0,,,,16.0,,,,
大安區,芳和里,,,,,,,,,,,266.0,80.0,,,,,,,,380.0,,,,,,2.0,,10.0,240.0,312.0,,516.0,,,,,,,,,,,,,262.0,44.0,,,,,240.0,,,,,,,,,,,,,,,248.0,,,168.0,,220.0,,,,398.0,780.0,326.0,404.0,,,,,,34.0,,,,,,,,,,,6.0,,,478.0,,238.0,,,,114.0,,,,,,,,,604.0,,,,22.0,,,,
大安區,華聲里,,,,,,,,,,,182.0,74.0,,,,,,,,124.0,,,,,,0.0,,10.0,140.0,108.0,,270.0,,,,,,,,,,,,,254.0,34.0,,,,,164.0,,,,,,,,,,,,,,,146.0,,,112.0,,146.0,,,,258.0,778.0,248.0,304.0,,,,,,10.0,,,,,,,,,,,2.0,,,220.0,,178.0,,,,110.0,,,,,,,,,558.0,,,,2.0,,,,
大安區,虎嘯里,,,,,,,,,,,114.0,62.0,,,,,,,,294.0,,,,,,2.0,,10.0,138.0,128.0,,248.0,,,,,,,,,,,,,160.0,28.0,,,,,166.0,,,,,,,,,,,,,,,478.0,,,108.0,,150.0,,,,286.0,540.0,268.0,236.0,,,,,,64.0,,,,,,,,,,,8.0,,,208.0,,134.0,,,,66.0,,,,,,,,,110.0,,,,8.0,,,,
大安區,誠安里,,,,,,,,,,,250.0,26.0,,,,,,,,134.0,,,,,,2.0,,12.0,152.0,140.0,,238.0,,,,,,,,,,,,,192.0,24.0,,,,,152.0,,,,,,,,,,,,,,,132.0,,,136.0,,140.0,,,,432.0,766.0,198.0,206.0,,,,,,14.0,,,,,,,,,,,2.0,,,246.0,,266.0,,,,94.0,,,,,,,,,258.0,,,,12.0,,,,
大安區,車層里,,,,,,,,,,,290.0,74.0,,,,,,,,222.0,,,,,,4.0,,12.0,156.0,248.0,,354.0,,,,,,,,,,,,,250.0,30.0,,,,,342.0,,,,,,,,,,,,,,,218.0,,,190.0,,206.0,,,,516.0,1076.0,322.0,324.0,,,,,,32.0,,,,,,,,,,,4.0,,,280.0,,262.0,,,,134.0,,,,,,,,,782.0,,,,10.0,,,,
大安區,通化里,,,,,,,,,,,206.0,74.0,,,,,,,,352.0,,,,,,2.0,,22.0,200.0,502.0,,378.0,,,,,,,,,,,,,264.0,36.0,,,,,276.0,,,,,,,,,,,,,,,180.0,,,264.0,,296.0,,,,500.0,650.0,290.0,336.0,,,,,,14.0,,,,,,,,,,,6.0,,,292.0,,346.0,,,,76.0,,,,,,,,,942.0,,,,20.0,,,,
大安區,通安里,,,,,,,,,,,208.0,88.0,,,,,,,,738.0,,,,,,2.0,,14.0,170.0,430.0,,376.0,,,,,,,,,,,,,234.0,32.0,,,,,238.0,,,,,,,,,,,,,,,224.0,,,178.0,,158.0,,,,570.0,734.0,328.0,276.0,,,,,,22.0,,,,,,,,,,,4.0,,,264.0,,210.0,,,,90.0,,,,,,,,,514.0,,,,24.0,,,,
大安區,錦安里,,,,,,,,,,,252.0,76.0,,,,,,,,700.0,,,,,,2.0,,10.0,164.0,226.0,,552.0,,,,,,,,,,,,,270.0,46.0,,,,,224.0,,,,,,,,,,,,,,,270.0,,,218.0,,236.0,,,,440.0,910.0,274.0,436.0,,,,,,24.0,,,,,,,,,,,2.0,,,290.0,,230.0,,,,114.0,,,,,,,,,100.0,,,,18.0,,,,
大安區,錦泰里,,,,,,,,,,,142.0,30.0,,,,,,,,224.0,,,,,,0.0,,0.0,90.0,156.0,,372.0,,,,,,,,,,,,,154.0,14.0,,,,,112.0,,,,,,,,,,,,,,,162.0,,,146.0,,120.0,,,,250.0,520.0,174.0,252.0,,,,,,6.0,,,,,,,,,,,2.0,,,384.0,,114.0,,,,72.0,,,,,,,,,82.0,,,,8.0,,,,
大安區,錦華里,,,,,,,,,,,208.0,68.0,,,,,,,,262.0,,,,,,4.0,,4.0,160.0,182.0,,1226.0,,,,,,,,,,,,,338.0,50.0,,,,,166.0,,,,,,,,,,,,,,,164.0,,,198.0,,230.0,,,,356.0,784.0,218.0,366.0,,,,,,2.0,,,,,,,,,,,0.0,,,212.0,,240.0,,,,108.0,,,,,,,,,120.0,,,,14.0,,,,
大安區,黎元里,,,,,,,,,,,206.0,84.0,,,,,,,,308.0,,,,,,2.0,,18.0,246.0,318.0,,904.0,,,,,,,,,,,,,260.0,26.0,,,,,206.0,,,,,,,,,,,,,,,200.0,,,168.0,,232.0,,,,476.0,484.0,308.0,374.0,,,,,,12.0,,,,,,,,,,,6.0,,,478.0,,244.0,,,,80.0,,,,,,,,,454.0,,,,18.0,,,,
大安區,黎和里,,,,,,,,,,,170.0,60.0,,,,,,,,298.0,,,,,,4.0,,8.0,182.0,194.0,,650.0,,,,,,,,,,,,,204.0,34.0,,,,,178.0,,,,,,,,,,,,,,,198.0,,,132.0,,222.0,,,,276.0,796.0,242.0,290.0,,,,,,24.0,,,,,,,,,,,4.0,,,376.0,,180.0,,,,98.0,,,,,,,,,314.0,,,,2.0,,,,
大安區,黎孝里,,,,,,,,,,,254.0,126.0,,,,,,,,512.0,,,,,,0.0,,18.0,194.0,426.0,,576.0,,,,,,,,,,,,,428.0,36.0,,,,,302.0,,,,,,,,,,,,,,,670.0,,,270.0,,334.0,,,,514.0,1006.0,512.0,588.0,,,,,,38.0,,,,,,,,,,,6.0,,,658.0,,330.0,,,,156.0,,,,,,,,,764.0,,,,24.0,,,,
大安區,龍圖里,,,,,,,,,,,310.0,120.0,,,,,,,,934.0,,,,,,0.0,,8.0,198.0,220.0,,500.0,,,,,,,,,,,,,314.0,44.0,,,,,234.0,,,,,,,,,,,,,,,302.0,,,242.0,,348.0,,,,438.0,1072.0,342.0,456.0,,,,,,36.0,,,,,,,,,,,8.0,,,334.0,,214.0,,,,156.0,,,,,,,,,246.0,,,,12.0,,,,
大安區,龍坡里,,,,,,,,,,,250.0,54.0,,,,,,,,866.0,,,,,,2.0,,8.0,156.0,310.0,,388.0,,,,,,,,,,,,,278.0,30.0,,,,,130.0,,,,,,,,,,,,,,,204.0,,,168.0,,202.0,,,,414.0,954.0,246.0,442.0,,,,,,20.0,,,,,,,,,,,4.0,,,294.0,,226.0,,,,120.0,,,,,,,,,140.0,,,,36.0,,,,
大安區,龍安里,,,,,,,,,,,280.0,108.0,,,,,,,,396.0,,,,,,2.0,,8.0,198.0,264.0,,504.0,,,,,,,,,,,,,380.0,34.0,,,,,332.0,,,,,,,,,,,,,,,254.0,,,214.0,,272.0,,,,414.0,1118.0,308.0,486.0,,,,,,18.0,,,,,,,,,,,6.0,,,346.0,,286.0,,,,136.0,,,,,,,,,160.0,,,,50.0,,,,
大安區,龍泉里,,,,,,,,,,,176.0,70.0,,,,,,,,258.0,,,,,,2.0,,0.0,206.0,256.0,,386.0,,,,,,,,,,,,,278.0,30.0,,,,,154.0,,,,,,,,,,,,,,,190.0,,,172.0,,130.0,,,,312.0,722.0,174.0,352.0,,,,,,12.0,,,,,,,,,,,4.0,,,420.0,,306.0,,,,66.0,,,,,,,,,130.0,,,,12.0,,,,
大安區,龍淵里,,,,,,,,,,,324.0,144.0,,,,,,,,454.0,,,,,,4.0,,8.0,342.0,378.0,,748.0,,,,,,,,,,,,,562.0,98.0,,,,,270.0,,,,,,,,,,,,,,,874.0,,,310.0,,478.0,,,,570.0,1470.0,436.0,690.0,,,,,,82.0,,,,,,,,,,,8.0,,,482.0,,268.0,,,,184.0,,,,,,,,,250.0,,,,58.0,,,,
大安區,龍生里,,,,,,,,,,,356.0,72.0,,,,,,,,446.0,,,,,,0.0,,14.0,280.0,254.0,,528.0,,,,,,,,,,,,,336.0,58.0,,,,,180.0,,,,,,,,,,,,,,,504.0,,,256.0,,308.0,,,,348.0,1218.0,368.0,450.0,,,,,,62.0,,,,,,,,,,,6.0,,,364.0,,160.0,,,,146.0,,,,,,,,,250.0,,,,32.0,,,,
大安區,龍門里,,,,,,,,,,,204.0,54.0,,,,,,,,222.0,,,,,,0.0,,10.0,210.0,194.0,,234.0,,,,,,,,,,,,,214.0,48.0,,,,,98.0,,,,,,,,,,,,,,,136.0,,,128.0,,152.0,,,,338.0,928.0,196.0,348.0,,,,,,20.0,,,,,,,,,,,2.0,,,196.0,,204.0,,,,116.0,,,,,,,,,248.0,,,,18.0,,,,
大安區,龍陣里,,,,,,,,,,,158.0,50.0,,,,,,,,276.0,,,,,,0.0,,0.0,96.0,216.0,,290.0,,,,,,,,,,,,,160.0,28.0,,,,,92.0,,,,,,,,,,,,,,,96.0,,,126.0,,186.0,,,,220.0,802.0,188.0,250.0,,,,,,42.0,,,,,,,,,,,0.0,,,214.0,,208.0,,,,96.0,,,,,,,,,202.0,,,,12.0,,,,
大安區,龍雲里,,,,,,,,,,,266.0,124.0,,,,,,,,324.0,,,,,,0.0,,12.0,120.0,240.0,,468.0,,,,,,,,,,,,,184.0,40.0,,,,,204.0,,,,,,,,,,,,,,,156.0,,,136.0,,330.0,,,,326.0,788.0,240.0,322.0,,,,,,8.0,,,,,,,,,,,2.0,,,438.0,,176.0,,,,102.0,,,,,,,,,170.0,,,,10.0,,,,
文山區,博嘉里,,,,,,,,,,,232.0,54.0,,,,,,,,342.0,,,,,,4.0,,14.0,664.0,210.0,,1126.0,,,,,,,,,,,,,174.0,34.0,,,,,180.0,,,,,,,,,,,,,,,192.0,,,238.0,,348.0,,,,416.0,730.0,250.0,336.0,,,,,,8.0,,,,,,,,,,,8.0,,,376.0,,206.0,,,,100.0,,,,,,,,,318.0,,,,22.0,,,,
文山區,忠順里,,,,,,,,,,,74.0,34.0,,,,,,,,516.0,,,,,,0.0,,2.0,222.0,144.0,,872.0,,,,,,,,,,,,,162.0,22.0,,,,,166.0,,,,,,,,,,,,,,,104.0,,,168.0,,202.0,,,,160.0,650.0,306.0,254.0,,,,,,4.0,,,,,,,,,,,8.0,,,362.0,,148.0,,,,78.0,,,,,,,,,108.0,,,,30.0,,,,
文山區,指南里,,,,,,,,,,,184.0,28.0,,,,,,,,168.0,,,,,,2.0,,8.0,764.0,134.0,,338.0,,,,,,,,,,,,,118.0,26.0,,,,,102.0,,,,,,,,,,,,,,,92.0,,,110.0,,226.0,,,,244.0,540.0,178.0,308.0,,,,,,4.0,,,,,,,,,,,0.0,,,266.0,,84.0,,,,94.0,,,,,,,,,88.0,,,,48.0,,,,
文山區,政大里,,,,,,,,,,,136.0,48.0,,,,,,,,472.0,,,,,,0.0,,16.0,844.0,190.0,,926.0,,,,,,,,,,,,,254.0,46.0,,,,,182.0,,,,,,,,,,,,,,,182.0,,,254.0,,304.0,,,,402.0,1008.0,330.0,656.0,,,,,,6.0,,,,,,,,,,,6.0,,,846.0,,272.0,,,,96.0,,,,,,,,,128.0,,,,50.0,,,,
文山區,明義里,,,,,,,,,,,78.0,40.0,,,,,,,,364.0,,,,,,4.0,,16.0,276.0,114.0,,546.0,,,,,,,,,,,,,124.0,32.0,,,,,136.0,,,,,,,,,,,,,,,320.0,,,172.0,,122.0,,,,234.0,310.0,236.0,186.0,,,,,,6.0,,,,,,,,,,,6.0,,,202.0,,162.0,,,,70.0,,,,,,,,,48.0,,,,12.0,,,,
文山區,明興里,,,,,,,,,,,172.0,64.0,,,,,,,,996.0,,,,,,0.0,,8.0,502.0,216.0,,1048.0,,,,,,,,,,,,,272.0,50.0,,,,,222.0,,,,,,,,,,,,,,,170.0,,,270.0,,330.0,,,,330.0,746.0,382.0,432.0,,,,,,8.0,,,,,,,,,,,2.0,,,518.0,,244.0,,,,152.0,,,,,,,,,162.0,,,,38.0,,,,
