縣市,行政區別,村里別,合一行動聯盟,一邊一國行動黨,勞動黨,綠黨,宗教聯盟,民主進步黨,台灣民眾黨,台灣維新,台澎黨,國會政黨聯盟,台灣團結聯盟,中華統一促進黨,親民黨,安定力量,台灣基進,時代力量,新黨,喜樂島聯盟,中國國民黨,不分區政黨有效票數A
臺北市,士林區,東山里,6,18,10,186,0,1848,706,2,0,18,8,8,278,42,120,530,152,24,2746,6702
臺北市,士林區,永倫里,12,54,2,228,28,3918,1210,14,0,18,24,4,512,70,258,726,80,10,2170,9338
臺北市,士林區,永福里,8,12,2,34,16,670,192,0,0,2,4,0,64,12,38,100,22,8,426,1610
臺北市,士林區,溪山里,2,10,4,44,16,818,168,0,2,18,4,10,106,16,44,100,18,8,482,1870
臺北市,士林區,百齡里,20,52,8,252,4,3524,1380,6,0,26,28,20,358,68,214,706,108,14,2432,9220
臺北市,士林區,社園里,14,56,6,294,10,4038,1238,10,2,18,42,12,690,34,218,756,82,10,1950,9480
臺北市,士林區,社子里,12,76,8,202,10,3332,1064,4,2,20,28,10,660,34,204,718,84,12,1920,8400
臺北市,士林區,社新里,22,90,0,310,18,4878,1560,10,2,42,46,10,706,42,258,820,114,18,2518,11464
臺北市,士林區,福中里,12,58,2,292,18,3332,1234,2,4,16,22,16,420,92,224,690,124,22,2194,8774
臺北市,士林區,福佳里,16,60,6,314,18,3602,1224,2,4,14,32,12,410,102,220,762,162,26,3050,10036
臺北市,士林區,福安里,6,32,4,146,10,3492,674,0,10,26,34,4,336,22,122,464,36,4,878,6300
臺北市,士林區,福德里,4,28,2,164,18,1974,688,0,0,12,16,8,244,46,126,506,128,12,2090,6066
臺北市,士林區,福志里,14,30,6,396,16,3146,1052,6,2,36,24,4,344,84,214,778,266,34,3742,10194
臺北市,士林區,福林里,4,14,4,112,18,1276,432,2,4,14,6,6,158,26,96,356,74,8,1272,3882
臺北市,士林區,福華里,14,44,10,188,8,2828,1064,6,10,30,20,10,300,44,184,602,102,16,2426,7906
臺北市,士林區,福順里,12,62,2,168,14,2924,998,4,6,24,28,18,384,32,174,488,78,10,1734,7160
臺北市,士林區,義信里,2,32,6,116,10,1304,524,4,0,6,12,18,214,22,94,316,62,10,1310,4062
臺北市,士林區,翠山里,0,6,6,146,2,680,374,0,2,6,6,4,130,50,86,248,202,12,1694,3654
臺北市,士林區,聖山里,6,18,6,228,8,1952,684,4,4,12,8,20,242,50,160,540,188,6,2558,6694
臺北市,士林區,臨溪里,8,12,0,108,0,1222,410,0,0,14,12,2,110,22,68,232,90,14,1432,3756
臺北市,士林區,舊佳里,10,44,2,316,4,2920,976,0,8,18,16,22,314,64,220,602,128,18,2440,8122
臺北市,士林區,芝山里,24,32,0,364,10,3086,1156,0,0,12,16,6,418,88,236,866,230,18,3270,9832
臺北市,士林區,菁山里,8,22,2,54,2,792,240,0,2,2,6,8,74,14,58,154,26,2,594,2060
臺北市,士林區,葫東里,6,40,0,148,12,2094,802,2,2,28,16,2,264,42,132,444,68,10,1250,5362
臺北市,士林區,葫蘆里,10,66,2,300,14,3528,1386,10,2,26,30,22,504,50,316,722,132,16,2890,10026
臺北市,士林區,蘭興里,12,38,0,280,6,2848,984,0,2,18,12,10,292,50,250,656,152,4,2690,8304
臺北市,士林區,蘭雅里,8,46,4,364,10,3654,1454,10,8,40,22,14,474,64,336,1006,232,32,3658,11436
臺北市,士林區,陽明里,8,16,0,88,0,1282,474,2,2,8,4,18,164,38,82,272,84,6,1218,3766
臺北市,大同區,保安里,16,38,2,168,8,2144,828,8,4,12,22,14,188,28,138,396,56,8,1310,5388
臺北市,大同區,光能里,14,52,2,252,14,2524,900,6,2,10,14,6,320,20,180,490,62,14,1646,6528
臺北市,大同區,南芳里,6,50,4,150,0,1906,748,6,0,8,20,8,166,16,176,442,46,0,1384,5136
臺北市,大同區,國慶里,0,18,2,198,8,2294,794,6,2,6,12,4,204,24,138,580,54,18,1564,5926
臺北市,大同區,國順里,10,54,4,70,2,1466,414,0,4,10,6,14,156,14,104,258,28,4,772,3390
臺北市,大同區,大有里,6,34,2,220,2,2518,808,4,6,12,10,4,256,16,182,518,36,10,1530,6174
臺北市,大同區,延平里,8,42,4,166,2,1928,796,4,2,10,12,10,230,40,168,454,56,14,1492,5438
臺北市,大同區,建功里,8,36,2,172,6,2322,930,0,0,10,14,14,162,26,124,498,54,8,1566,5952
臺北市,大同區,建明里,8,18,2,114,6,1556,542,4,4,10,10,2,180,24,74,350,42,4,1178,4128
臺北市,大同區,建泰里,8,26,4,176,2,1794,670,0,2,16,12,8,210,18,148,384,52,2,1160,4692
臺北市,大同區,揚雅里,10,48,2,114,4,1924,648,2,2,12,14,6,214,26,110,360,34,10,1134,4674
臺北市,大同區,斯文里,10,46,4,180,0,2444,866,4,2,20,22,18,248,44,150,446,86,20,1518,6128
臺北市,大同區,星明里,8,44,10,254,24,2514,1172,2,4,14,18,2,418,52,186,596,82,34,2014,7448
臺北市,大同區,景星里,6,38,0,100,10,1370,402,2,2,6,12,6,150,8,68,254,26,10,826,3296
臺北市,大同區,朝陽里,6,36,8,186,16,2150,802,2,6,20,18,12,242,22,152,412,70,12,1536,5708
臺北市,大同區,民權里,4,36,0,320,14,2812,1166,4,0,12,16,8,306,56,206,658,90,6,2140,7854
臺北市,大同區,永樂里,6,46,4,210,8,2676,906,4,2,26,24,4,268,32,190,620,72,6,1636,6740
臺北市,大同區,玉泉里,2,44,2,158,4,1352,524,0,0,8,10,4,138,26,116,310,52,10,1088,3848
臺北市,大同區,老師里,2,44,6,176,2,3146,1160,6,4,16,8,8,310,32,192,658,68,24,1870,7732
臺北市,大同區,至聖里,14,70,8,370,26,4010,1382,2,6,24,38,20,402,52,308,852,132,18,2746,10480
臺北市,大同區,蓬萊里,6,56,4,226,12,2352,936,4,2,14,4,4,312,38,168,578,54,18,1662,6450
臺北市,大同區,鄰江里,10,60,8,252,18,3476,1250,2,2,10,30,12,314,50,234,656,98,10,2110,8602
臺北市,大同區,重慶里,14,62,16,264,18,2914,1186,0,4,12,28,10,434,70,244,634,124,10,2348,8392
臺北市,大同區,隆和里,8,30,4,98,8,1602,534,0,2,2,0,12,190,20,116,326,42,10,874,3878
臺北市,大同區,雙連里,10,88,4,354,20,4464,1614,6,4,22,30,10,488,82,322,950,110,32,3072,11682
臺北市,大安區,仁愛里,2,20,8,196,0,1838,546,2,0,6,6,2,236,50,120,352,242,10,2328,5964
臺北市,大安區,仁慈里,4,26,6,254,4,2046,722,4,4,22,6,4,292,70,146,556,162,12,2234,6574
臺北市,大安區,住安里,4,34,4,212,8,1688,636,0,2,20,18,4,234,62,142,436,216,8,2484,6212
臺北市,大安區,光信里,2,34,4,318,10,2716,1104,8,0,18,10,14,418,80,162,734,218,24,3578,9452
臺北市,大安區,光明里,4,2,4,146,2,1172,712,4,0,8,4,6,154,32,102,368,98,8,1550,4376
臺北市,大安區,光武里,4,44,8,290,2,2706,1022,4,2,8,10,8,356,80,190,620,292,16,3340,9002
臺北市,大安區,全安里,0,20,4,210,4,1398,616,6,0,4,10,6,202,36,112,388,194,8,2196,5414
臺北市,大安區,古莊里,4,34,16,362,14,2544,1162,8,2,30,20,6,326,128,234,764,246,30,3192,9122
臺北市,大安區,古風里,0,16,4,184,10,1544,696,4,0,6,10,4,188,42,128,474,136,8,1948,5402
臺北市,大安區,和安里,4,16,6,310,4,2154,1052,8,4,26,16,12,358,68,200,668,260,18,3112,8296
臺北市,大安區,大學里,14,40,10,428,2,3094,1252,6,0,32,6,12,388,202,240,840,322,18,3916,10822
臺北市,大安區,學府里,0,12,8,62,0,866,330,0,2,12,6,10,100,20,60,196,98,8,1440,3230
臺北市,大安區,建倫里,4,18,4,238,8,2130,738,4,2,10,4,2,362,70,140,486,232,16,2832,7300
臺北市,大安區,建安里,6,8,4,184,6,1648,588,4,0,8,20,6,238,38,132,432,230,26,2242,5820
臺北市,大安區,德安里,8,18,4,230,12,1848,722,2,2,10,16,6,240,74,120,432,242,20,2892,6898
臺北市,大安區,敦安里,2,14,2,262,2,2324,856,8,0,8,12,2,308,58,134,580,210,10,2748,7540
臺北市,大安區,敦煌里,2,14,6,338,10,2096,836,6,0,8,4,14,334,36,152,588,206,6,2714,7370
臺北市,大安區,新龍里,0,18,2,306,2,1608,1134,6,2,38,12,6,344,140,178,508,420,10,3718,8452
臺北市,大安區,昌隆里,2,20,2,108,0,1386,398,4,0,10,8,8,164,26,82,286,88,6,1490,4088
臺北市,大安區,正聲里,4,12,4,226,10,1432,628,10,0,14,8,4,266,48,116,450,222,12,2234,5700
臺北市,大安區,民炤里,4,22,6,368,8,3090,1086,10,4,20,20,8,386,102,204,760,264,20,3366,9748
臺北市,大安區,民輝里,8,44,4,270,2,2538,1052,6,0,42,18,10,330,90,180,622,214,22,2996,8448
臺北市,大安區,永康里,4,14,4,180,0,1204,550,4,2,12,6,0,232,54,120,384,136,8,1608,4522
臺北市,大安區,法治里,2,14,4,142,2,1424,646,4,0,20,4,12,234,62,100,464,216,10,2306,5666
臺北市,大安區,福住里,2,26,4,368,6,2166,958,10,2,10,4,0,288,56,174,662,180,14,2596,7526
臺北市,大安區,群英里,2,26,6,290,2,1456,1000,6,0,16,4,12,326,124,150,730,486,16,4500,9152
臺北市,大安區,群賢里,2,28,10,270,8,1916,840,2,0,26,6,8,298,82,110,574,274,2,3010,7466
臺北市,大安區,義安里,2,22,2,218,8,1730,710,4,4,16,4,4,334,64,158,498,250,12,2624,6664
臺北市,大安區,義村里,2,14,0,260,4,1576,750,6,0,28,12,18,264,42,138,510,396,16,3266,7302
臺北市,大安區,臥龍里,0,12,4,92,2,604,330,2,2,8,0,0,130,16,48,250,98,12,1026,2636
臺北市,大安區,臨江里,2,12,6,156,24,1522,618,6,0,26,14,8,224,42,118,388,114,14,2000,5294
臺北市,大安區,芳和里,4,16,12,216,18,2036,830,12,0,28,2,20,268,46,144,604,200,18,2906,7380
臺北市,大安區,華聲里,12,6,2,206,8,1418,552,2,6,22,4,8,172,30,110,414,212,4,2030,5218
臺北市,大安區,虎嘯里,4,16,4,160,8,1274,594,4,0,14,8,14,246,54,102,398,150,6,1824,4880
臺北市,大安區,誠安里,4,28,4,138,4,1616,512,6,0,10,12,6,172,42,100,374,124,8,1868,5028
臺北市,大安區,車層里,2,30,2,260,6,2370,756,8,0,14,6,4,306,72,144,560,196,18,3016,7770
臺北市,大安區,通化里,20,44,2,232,8,2586,982,10,6,42,20,30,372,42,160,610,156,22,2554,7898
臺北市,大安區,通安里,6,26,10,208,10,1986,812,12,0,24,14,8,240,66,142,542,154,26,2682,6968
臺北市,大安區,錦安里,4,22,0,288,12,1850,896,22,2,8,12,6,288,80,180,634,214,14,2606,7138
臺北市,大安區,錦泰里,0,18,6,178,4,1086,504,6,4,6,10,6,172,24,92,452,124,12,1804,4508
臺北市,大安區,錦華里,2,28,8,280,2,1836,968,2,4,20,2,4,266,68,144,722,218,16,2550,7140
臺北市,大安區,黎元里,4,40,6,200,14,1984,942,8,4,12,18,2,288,62,152,596,146,16,2562,7056
臺北市,大安區,黎和里,6,14,2,250,0,1538,740,4,0,16,10,16,234,68,126,524,184,18,2518,6268
臺北市,大安區,黎孝里,4,32,10,320,8,2738,1376,12,2,34,20,16,402,94,214,830,266,20,3852,10250
臺北市,大安區,龍圖里,2,38,6,320,2,2218,1030,8,4,22,18,4,274,92,182,622,246,20,3362,8470
臺北市,大安區,龍坡里,0,28,8,334,6,1884,824,8,0,14,16,18,276,126,156,544,272,22,2520,7056
臺北市,大安區,龍安里,6,22,8,314,6,2274,1120,0,2,16,22,8,308,76,212,694,264,16,2740,8108
臺北市,大安區,龍泉里,6,28,14,272,4,1704,772,4,0,20,14,6,240,56,138,542,172,14,2058,6064
臺北市,大安區,龍淵里,8,54,8,528,6,3048,1462,14,0,24,32,12,404,150,300,1034,348,38,4026,11496
臺北市,大安區,龍生里,2,14,0,306,6,2102,1008,10,0,22,12,6,380,146,178,648,278,16,3076,8210
臺北市,大安區,龍門里,0,10,2,158,2,1638,600,0,2,26,0,8,204,84,104,438,204,4,1848,5332
臺北市,大安區,龍陣里,2,30,2,134,4,1300,434,2,2,20,8,6,132,54,86,318,180,4,1734,4452
臺北市,大安區,龍雲里,8,10,8,250,2,1910,666,0,4,12,10,8,206,56,108,384,184,8,2262,6096
臺北市,文山區,博嘉里,8,22,12,232,12,1972,962,6,2,6,18,26,296,72,188,606,246,16,2752,7454
臺北市,文山區,忠順里,2,12,4,150,6,1080,726,2,2,10,16,4,236,42,90,420,200,10,2456,5468
臺北市,文山區,指南里,0,12,4,176,14,1564,618,0,6,20,12,14,164,74,144,382,124,8,1698,5034
臺北市,文山區,政大里,0,12,10,426,18,2186,1240,4,4,38,10,12,452,128,264,802,298,10,3192,9106
臺北市,文山區,明義里,2,24,12,154,10,1208,766,2,4,16,18,20,178,58,116,512,114,14,2094,5322
臺北市,文山區,明興里,12,32,4,300,14,2026,1234,0,4,22,16,12,314,104,218,730,264,14,3550,8870
臺北市,文山區,景仁里,0,34,8,304,6,1556,944,4,6,14,6,16,288,48,166,600,194,6,2712,6912
臺北市,文山區,景慶里,6,46,6,244,6,2178,1142,6,8,24,38,18,280,62,208,670,222,10,3050,8224
臺北市,文山區,景東里,10,34,10,358,8,2010,1104,2,8,36,12,12,352,80,196,700,272,24,3732,8960
臺北市,文山區,景美里,2,22,2,214,14,1770,780,6,0,30,12,14,238,60,140,552,218,10,2484,6568
臺北市,文山區,景華里,10,26,10,264,8,1894,956,0,0,22,16,14,248,72,156,592,208,12,2984,7492
臺北市,文山區,景行里,2,28,10,322,8,2758,1300,6,2,28,20,10,358,100,236,754,214,20,3170,9346
臺北市,文山區,木新里,6,50,24,342,26,3354,1444,12,8,26,32,16,396,86,334,952,264,24,4346,11742
臺北市,文山區,木柵里,10,22,4,414,20,2378,1364,6,0,32,16,26,508,106,226,882,396,12,4940,11362
臺北市,文山區,樟文里,0,26,4,226,4,2308,962,2,4,38,6,12,248,66,172,642,236,20,3028,8004
臺北市,文山區,樟新里,8,20,2,242,4,1674,952,2,4,20,10,12,302,46,184,606,208,16,2772,7084
臺北市,文山區,樟林里,4,34,18,332,20,2472,1376,8,0,32,24,14,384,120,230,878,302,30,4474,10752
臺北市,文山區,樟樹里,4,18,8,198,4,1662,862,0,2,20,16,6,228,38,132,486,144,8,2418,6254
臺北市,文山區,樟腳里,6,18,6,234,4,1944,904,4,4,12,16,6,282,66,196,634,202,10,2708,7256
臺北市,文山區,老泉里,0,0,2,28,6,514,122,2,2,4,2,4,24,0,18,60,4,2,314,1108
臺北市,文山區,興光里,4,16,0,142,8,964,534,8,2,10,8,4,186,50,98,394,90,8,1760,4286
臺北市,文山區,興安里,2,16,6,302,10,1944,1018,4,4,24,16,8,354,80,188,716,272,14,3818,8796
臺北市,文山區,興家里,4,42,6,318,14,2312,1206,6,0,46,36,16,372,94,228,820,278,20,4186,10004
臺北市,文山區,興得里,6,30,4,232,6,1880,936,6,0,8,12,6,270,70,168,678,180,18,3184,7694
臺北市,文山區,興旺里,8,34,10,368,4,2104,1556,10,6,16,14,8,436,200,210,864,342,20,4374,10584
臺北市,文山區,興昌里,10,10,8,322,12,1822,1096,8,6,22,14,18,326,232,188,730,346,36,3288,8494
臺北市,文山區,興業里,0,10,6,264,6,1504,804,8,0,8,8,10,230,88,162,632,274,26,3286,7326
臺北市,文山區,興泰里,0,24,4,170,8,1276,676,4,0,18,6,2,248,78,98,438,134,8,2042,5234
臺北市,文山區,興福里,4,22,2,250,4,1876,938,2,2,20,16,10,304,62,170,622,170,14,2792,7280
臺北市,文山區,興豐里,2,20,4,230,6,1582,756,6,0,10,14,14,290,58,130,502,188,10,2596,6418
臺北市,文山區,興邦里,6,14,6,210,6,1364,846,2,0,22,12,10,254,92,102,530,300,2,2792,6570
臺北市,文山區,華興里,12,28,0,416,6,2732,1438,4,8,64,32,20,424,130,270,996,328,18,4744,11670
臺北市,文山區,萬和里,4,10,2,156,0,784,444,2,2,8,12,4,126,40,66,364,176,20,2104,4324
臺北市,文山區,萬年里,0,36,12,260,2,1884,844,2,0,14,18,18,274,74,214,640,176,18,2548,7034
臺北市,文山區,萬有里,16,30,6,238,14,1824,964,4,2,12,14,10,300,48,144,596,180,20,2816,7238
臺北市,文山區,萬盛里,8,36,8,234,10,1502,734,6,0,20,20,8,214,70,166,558,202,16,2512,6324
臺北市,文山區,萬祥里,0,20,10,178,8,1610,766,4,2,16,12,8,258,34,162,524,130,6,2142,5890
臺北市,文山區,萬美里,18,40,12,316,12,2146,1156,0,0,30,14,22,382,124,214,732,298,16,3880,9412
臺北市,文山區,萬興里,14,28,8,374,10,2794,1506,6,8,26,16,10,456,160,254,918,248,26,3876,10738
臺北市,文山區,萬芳里,10,22,8,354,22,2190,1298,10,4,24,10,22,404,166,244,978,388,18,3970,10142
臺北市,文山區,萬隆里,0,26,10,362,4,2166,1282,4,2,32,20,20,384,134,178,716,262,6,3812,9420
臺北市,文山區,試院里,4,20,12,294,18,1958,1124,4,2,16,16,10,394,82,198,728,316,18,3914,9128
臺北市,文山區,順興里,8,24,10,268,6,2442,1404,0,6,14,22,22,378,92,196,838,240,6,3600,9576
臺北市,松山區,三民里,4,28,2,302,6,2438,1002,0,0,28,12,12,386,88,198,708,226,14,3322,8776
臺北市,松山區,中崙里,0,12,4,200,2,1520,662,0,2,16,12,4,202,38,124,426,84,20,1684,5012
臺北市,松山區,中正里,8,46,6,426,0,3694,1614,8,2,24,18,6,452,118,284,954,248,28,3586,11522
臺北市,松山區,中華里,8,30,0,262,6,2270,1006,6,2,16,12,6,356,80,158,626,202,12,2982,8040
臺北市,松山區,介壽里,2,12,2,198,4,1748,688,4,0,16,4,4,214,54,158,410,170,24,1830,5542
臺北市,松山區,吉仁里,2,24,4,168,4,1506,658,6,0,18,10,2,190,48,94,406,92,2,1670,4904
臺北市,松山區,吉祥里,6,26,2,290,16,3274,1342,2,0,48,26,14,436,94,194,946,278,14,3890,10898
臺北市,松山區,安平里,10,46,4,358,8,3588,1268,2,4,62,24,14,404,84,256,918,172,26,3650,10898
臺北市,松山區,富泰里,4,14,4,218,18,1492,742,2,4,18,2,6,220,56,136,450,204,10,2440,6040
臺北市,松山區,富錦里,0,16,2,250,4,1860,836,0,4,36,20,4,248,36,142,520,192,6,2538,6714
臺北市,松山區,復勢里,2,14,6,372,18,2526,1018,4,0,22,14,4,306,72,186,740,152,14,2534,8004
臺北市,松山區,復建里,2,10,0,272,8,1524,694,2,0,12,8,0,256,46,96,464,186,14,1986,5580
臺北市,松山區,復源里,8,18,0,132,0,1202,444,4,0,6,4,4,188,42,74,358,74,4,1490,4052
臺北市,松山區,復盛里,2,28,8,254,4,2288,994,8,4,38,4,14,328,62,146,720,236,10,3134,8282
臺北市,松山區,慈祐里,0,56,4,274,6,3210,1262,6,4,28,28,16,352,44,178,782,162,12,2728,9152
臺北市,松山區,敦化里,4,36,2,330,2,2800,1076,2,0,28,12,12,366,66,164,738,172,20,2896,8726
臺北市,松山區,新東里,4,24,8,238,2,1964,820,0,0,24,18,12,226,52,128,540,172,18,2320,6570
臺北市,松山區,新益里,4,28,2,256,6,1950,742,4,4,10,18,10,204,44,144,488,98,10,2140,6162
臺北市,松山區,新聚里,2,62,6,382,20,3296,1300,14,2,48,24,6,382,54,202,908,164,6,3502,10380
臺北市,松山區,東光里,4,30,2,318,16,2670,1072,2,2,22,10,20,316,50,206,726,264,6,3616,9352
臺北市,松山區,東勢里,2,16,6,244,6,1708,664,0,0,18,8,4,218,40,132,414,124,10,1834,5448
臺北市,松山區,東昌里,0,16,0,128,0,1084,378,0,2,0,8,2,146,40,84,340,78,4,1074,3384
臺北市,松山區,東榮里,0,34,4,396,6,3118,1138,0,2,8,16,4,338,116,226,796,284,26,3536,10048
臺北市,松山區,松基里,0,20,8,140,10,1574,558,0,0,16,8,16,178,26,76,394,86,12,1580,4702
臺北市,松山區,民有里,0,34,8,456,10,3896,1298,16,8,20,14,12,438,80,268,836,230,20,3748,11392
臺北市,松山區,民福里,8,50,6,274,12,2226,946,4,2,30,12,8,362,56,180,620,250,16,3446,8508
臺北市,松山區,福成里,0,18,0,130,4,994,378,8,2,2,6,6,174,50,78,250,70,4,1018,3192
臺北市,松山區,精忠里,6,30,2,194,0,1630,606,6,2,2,8,6,190,36,124,398,152,8,2058,5458
臺北市,松山區,美仁里,0,18,0,192,4,1500,578,0,2,8,0,0,172,10,86,336,80,4,1482,4472
臺北市,松山區,自強里,6,28,2,416,6,1956,1470,4,0,32,26,38,520,130,188,974,684,14,6408,12902
臺北市,松山區,莊敬里,2,52,2,190,4,1934,886,6,0,22,22,8,288,80,172,496,138,10,2596,6908
臺北市,松山區,鵬程里,2,24,4,246,14,1700,896,4,2,46,10,10,280,40,132,640,248,18,2956,7272
臺北市,松山區,龍田里,6,48,16,430,18,2486,1668,10,2,28,12,10,558,150,282,1052,596,20,5584,12976
臺北市,萬華區,仁德里,6,26,4,246,10,2092,842,4,4,16,18,14,250,38,188,518,112,14,1890,6292
臺北市,萬華區,保德里,2,8,2,130,12,1530,564,0,2,12,10,6,144,14,116,330,50,14,1338,4284
臺北市,萬華區,全德里,4,40,4,142,14,1828,806,10,0,8,12,16,168,30,116,444,58,14,1732,5446
臺北市,萬華區,凌霄里,2,34,10,142,6,1158,640,8,4,20,16,6,212,30,84,316,142,10,2034,4874
臺北市,萬華區,和平里,4,68,8,234,14,3670,1284,8,2,34,32,18,300,38,226,686,100,22,2240,8988
臺北市,萬華區,和德里,2,44,4,192,22,3290,1100,4,6,20,26,14,258,40,184,614,72,2,2322,8216
臺北市,萬華區,壽德里,6,36,2,178,4,2300,894,6,0,16,18,30,220,40,140,496,86,14,2030,6516
臺北市,萬華區,孝德里,2,28,6,100,2,1794,646,2,6,14,8,2,164,34,84,354,34,8,1070,4358
臺北市,萬華區,富民里,2,72,2,168,12,2562,736,2,4,24,30,10,236,22,136,418,64,14,1868,6382
臺北市,萬華區,富福里,2,44,2,172,8,2404,900,2,2,26,22,14,204,44,200,456,76,10,1744,6332
臺北市,萬華區,忠德里,4,46,2,160,6,2210,784,6,10,12,10,8,228,28,134,440,56,4,1558,5706
臺北市,萬華區,忠貞里,2,34,4,134,10,1392,620,4,8,18,26,28,244,24,94,348,236,10,3056,6292
臺北市,萬華區,新和里,4,38,8,338,6,1960,1452,4,2,32,12,6,442,80,172,724,478,14,5722,11494
臺北市,萬華區,新安里,4,78,8,246,16,3168,1160,4,2,28,30,36,476,60,192,610,274,16,3790,10198
臺北市,萬華區,新忠里,2,12,0,84,4,660,484,4,2,8,2,4,160,44,64,260,138,0,2642,4574
臺北市,萬華區,新起里,2,46,2,294,12,2904,1228,4,0,20,20,18,354,50,194,590,164,16,2816,8734
臺北市,萬華區,日善里,0,28,4,126,12,1754,690,6,0,16,12,8,190,22,116,346,52,14,1364,4760
臺北市,萬華區,日祥里,6,44,12,208,4,1824,986,4,4,18,28,14,292,64,146,550,190,20,3378,7792
臺北市,萬華區,柳鄉里,10,92,0,150,6,2532,832,8,4,10,14,22,270,36,122,488,86,16,1802,6500
臺北市,萬華區,榮德里,2,52,10,130,10,1826,606,6,6,12,20,14,202,18,88,308,44,8,1464,4826
臺北市,萬華區,福星里,2,40,10,198,8,1930,860,0,2,16,18,18,258,44,108,464,166,20,2596,6758
臺北市,萬華區,福音里,2,32,2,168,8,1860,748,8,4,34,8,4,214,10,112,382,70,12,1494,5172
臺北市,萬華區,糖廍里,6,52,8,212,22,2586,918,8,8,12,20,12,250,30,176,520,74,4,2064,6982
臺北市,萬華區,綠堤里,4,52,4,100,10,1856,748,6,6,24,18,8,182,22,72,322,90,8,1840,5372
臺北市,萬華區,興德里,4,28,10,154,16,2182,826,6,6,16,28,4,182,20,122,406,74,16,1696,5796
臺北市,萬華區,菜園里,6,62,6,226,8,2942,1058,4,4,22,16,14,322,38,176,638,90,16,2398,8046
臺北市,萬華區,華中里,2,46,8,274,14,2994,1044,4,4,20,14,8,306,50,196,608,106,26,2454,8178
臺北市,萬華區,華江里,10,74,6,258,24,4022,1572,12,8,28,14,14,416,52,192,802,140,10,3222,10876
臺北市,萬華區,萬壽里,6,22,2,112,0,1118,442,4,0,2,2,38,176,32,98,282,76,22,1492,3926
臺北市,萬華區,西門里,2,30,0,182,10,1352,556,0,0,12,4,16,230,20,106,306,96,10,1722,4654
臺北市,萬華區,銘德里,0,26,14,152,6,2324,934,6,6,12,16,12,172,48,108,444,48,12,1800,6140
臺北市,萬華區,錦德里,8,46,8,242,4,2660,976,2,4,10,26,14,250,36,190,520,110,14,2048,7168
臺北市,萬華區,雙園里,4,28,4,188,16,2174,884,0,0,16,4,10,226,44,140,474,74,8,1580,5874
臺北市,萬華區,青山里,6,38,4,204,4,2816,888,10,8,18,18,28,240,42,128,474,94,18,2320,7358
臺北市,萬華區,頂碩里,6,76,6,240,18,3758,1256,12,8,18,18,10,310,50,184,642,114,18,2570,9314
臺北市,萬華區,騰雲里,4,32,10,100,4,1008,472,4,0,6,6,4,168,28,110,324,120,4,1756,4160
