行政區別,村里別,宋楚瑜/徐欣瑩,朱立倫/王如玄,蔡英文/陳建仁,宋楚瑜/徐欣瑩_黨籍,朱立倫/王如玄_黨籍,蔡英文/陳建仁_黨籍
文山區,萬隆里,934,3816,3554,親民黨,中國國民黨,民主進步黨
文山區,試院里,1040,3896,3038,親民黨,中國國民黨,民主進步黨
文山區,順興里,1072,3550,4102,親民黨,中國國民黨,民主進步黨
松山區,三民里,768,3274,3726,親民黨,中國國民黨,民主進步黨
松山區,中崙里,478,1758,2380,親民黨,中國國民黨,民主進步黨
松山區,中正里,1062,3438,5690,親民黨,中國國民黨,民主進步黨
松山區,中華里,736,2944,3380,親民黨,中國國民黨,民主進步黨
松山區,介壽里,478,1818,2720,親民黨,中國國民黨,民主進步黨
松山區,吉仁里,502,1708,2242,親民黨,中國國民黨,民主進步黨
松山區,吉祥里,1056,3826,4714,親民黨,中國國民黨,民主進步黨
松山區,安平里,992,3418,5464,親民黨,中國國民黨,民主進步黨
松山區,富泰里,570,2368,2260,親民黨,中國國民黨,民主進步黨
松山區,富錦里,564,2478,2868,親民黨,中國國民黨,民主進步黨
松山區,復勢里,730,2468,3920,親民黨,中國國民黨,民主進步黨
松山區,復建里,594,2016,2376,親民黨,中國國民黨,民主進步黨
松山區,復源里,426,1464,1778,親民黨,中國國民黨,民主進步黨
松山區,復盛里,834,3172,3654,親民黨,中國國民黨,民主進步黨
松山區,慈祐里,946,2320,4526,親民黨,中國國民黨,民主進步黨
松山區,敦化里,836,2932,4282,親民黨,中國國民黨,民主進步黨
松山區,新東里,556,2208,2972,親民黨,中國國民黨,民主進步黨
松山區,新益里,524,2086,3060,親民黨,中國國民黨,民主進步黨
松山區,新聚里,978,3366,4898,親民黨,中國國民黨,民主進步黨
松山區,東光里,842,3564,3936,親民黨,中國國民黨,民主進步黨
松山區,東勢里,472,1854,2606,親民黨,中國國民黨,民主進步黨
松山區,東昌里,278,1120,1686,親民黨,中國國民黨,民主進步黨
松山區,東榮里,754,3580,4738,親民黨,中國國民黨,民主進步黨
松山區,松基里,358,1496,2270,親民黨,中國國民黨,民主進步黨
松山區,民有里,970,3792,5408,親民黨,中國國民黨,民主進步黨
松山區,民福里,926,3418,3396,親民黨,中國國民黨,民主進步黨
松山區,福成里,288,1100,1654,親民黨,中國國民黨,民主進步黨
松山區,精忠里,492,2044,2326,親民黨,中國國民黨,民主進步黨
松山區,美仁里,374,1448,2152,親民黨,中國國民黨,民主進步黨
松山區,自強里,1368,6826,3002,親民黨,中國國民黨,民主進步黨
松山區,莊敬里,756,2508,2960,親民黨,中國國民黨,民主進步黨
松山區,鵬程里,778,2998,2652,親民黨,中國國民黨,民主進步黨
松山區,龍田里,1134,5896,3928,親民黨,中國國民黨,民主進步黨
萬華區,仁德里,536,1994,3276,親民黨,中國國民黨,民主進步黨
萬華區,保德里,402,1336,2340,親民黨,中國國民黨,民主進步黨
萬華區,全德里,496,1640,2984,親民黨,中國國民黨,民主進步黨
萬華區,凌霄里,570,2138,1850,親民黨,中國國民黨,民主進步黨
萬華區,和平里,834,2138,5450,親民黨,中國國民黨,民主進步黨
萬華區,和德里,816,2296,5028,親民黨,中國國民黨,民主進步黨
萬華區,壽德里,578,2088,3542,親民黨,中國國民黨,民主進步黨
萬華區,孝德里,480,1024,2710,親民黨,中國國民黨,民主進步黨
萬華區,富民里,530,1674,3780,親民黨,中國國民黨,民主進步黨
萬華區,富福里,490,1758,3692,親民黨,中國國民黨,民主進步黨
萬華區,忠德里,508,1410,3258,親民黨,中國國民黨,民主進步黨
萬華區,忠貞里,602,3270,2108,親民黨,中國國民黨,民主進步黨
萬華區,新和里,1164,6014,3262,親民黨,中國國民黨,民主進步黨
萬華區,新安里,876,3092,3172,親民黨,中國國民黨,民主進步黨
萬華區,新忠里,440,2626,1156,親民黨,中國國民黨,民主進步黨
萬華區,新起里,816,2476,4296,親民黨,中國國民黨,民主進步黨
萬華區,日善里,484,1364,2738,親民黨,中國國民黨,民主進步黨
萬華區,日祥里,730,3384,2722,親民黨,中國國民黨,民主進步黨
萬華區,柳鄉里,642,1730,4024,親民黨,中國國民黨,民主進步黨
萬華區,榮德里,454,1316,2712,親民黨,中國國民黨,民主進步黨
萬華區,福星里,628,2382,3060,親民黨,中國國民黨,民主進步黨
萬華區,福音里,438,1272,2542,親民黨,中國國民黨,民主進步黨
萬華區,糖廍里,618,2034,4036,親民黨,中國國民黨,民主進步黨
萬華區,綠堤里,574,1696,2748,親民黨,中國國民黨,民主進步黨
萬華區,興德里,652,1676,3448,親民黨,中國國民黨,民主進步黨
萬華區,菜園里,742,2242,4252,親民黨,中國國民黨,民主進步黨
萬華區,華中里,674,2362,4594,親民黨,中國國民黨,民主進步黨
萬華區,華江里,1046,3028,5942,親民黨,中國國民黨,民主進步黨
萬華區,萬壽里,390,1396,1882,親民黨,中國國民黨,民主進步黨
萬華區,西門里,514,1538,2086,親民黨,中國國民黨,民主進步黨
萬華區,銘德里,540,1716,3516,親民黨,中國國民黨,民主進步黨
萬華區,錦德里,666,1938,4130,親民黨,中國國民黨,民主進步黨
萬華區,雙園里,574,1544,3380,親民黨,中國國民黨,民主進步黨
萬華區,青山里,712,2070,4002,親民黨,中國國民黨,民主進步黨
萬華區,頂碩里,832,2440,5748,親民黨,中國國民黨,民主進步黨
萬華區,騰雲里,430,1720,1666,親民黨,中國國民黨,民主進步黨
