縣市,行政區別,村里別,小民參政歐巴桑聯盟,司法改革黨,新黨,台灣民眾黨,台灣維新,親民黨,人民最大黨,台灣團結聯盟,台灣綠黨,臺灣雙語無法黨,台灣基進,中華統一促進黨,民主進步黨,制度救世島,時代力量,中國國民黨,不分區政黨有效票數A
臺北市,士林區,陽明里,36,14,16,610,2,44,6,10,42,12,20,14,1354,2,64,1278,3524
臺北市,大同區,保安里,64,10,20,1386,8,34,8,20,54,12,42,14,2326,4,170,1526,5698
臺北市,大同區,光能里,66,18,2,1500,8,34,0,14,66,22,42,8,2554,4,178,1738,6254
臺北市,大同區,南芳里,48,16,28,1140,2,28,4,14,48,8,26,2,2004,10,126,1506,5010
臺北市,大同區,國慶里,62,10,18,1300,2,32,0,20,58,10,38,2,2376,2,190,1650,5770
臺北市,大同區,國順里,34,2,10,798,0,34,4,12,24,8,14,6,1662,2,90,958,3658
臺北市,大同區,大有里,46,4,18,1230,0,48,2,10,38,6,50,2,2504,0,152,1460,5570
臺北市,大同區,延平里,54,14,12,1064,4,30,4,18,40,8,26,0,1926,0,140,1482,4822
臺北市,大同區,建功里,40,18,22,1280,2,30,2,16,34,8,26,0,2350,4,166,1666,5664
臺北市,大同區,建明里,30,4,22,806,0,38,0,4,38,14,30,0,1606,2,114,1086,3794
臺北市,大同區,建泰里,38,12,14,970,2,34,0,12,18,20,26,12,1828,2,152,1180,4320
臺北市,大同區,揚雅里,34,8,8,880,4,28,2,8,26,10,20,8,1958,2,82,1224,4302
臺北市,大同區,斯文里,56,10,14,1424,2,36,4,12,60,18,20,10,2602,8,118,1618,6012
臺北市,大同區,星明里,74,18,22,1504,12,84,4,14,46,20,44,10,2524,2,214,2104,6696
臺北市,大同區,景星里,10,6,10,612,2,16,0,6,38,12,28,4,1200,0,68,834,2846
臺北市,大同區,朝陽里,46,14,22,1202,0,28,0,16,74,12,38,10,2230,0,156,1462,5310
臺北市,大同區,民權里,80,6,22,1820,4,34,0,18,42,22,30,12,3138,4,260,2386,7878
臺北市,大同區,永樂里,50,14,22,1444,10,28,2,18,40,18,60,0,2638,6,184,1668,6202
臺北市,大同區,玉泉里,20,10,12,698,2,20,4,12,24,10,26,4,1410,2,152,1076,3482
臺北市,大同區,老師里,40,24,14,1678,4,52,4,20,60,20,40,6,3000,10,164,1846,6982
臺北市,大同區,至聖里,84,10,24,1994,8,48,6,24,82,24,70,10,4112,10,234,2876,9616
臺北市,大同區,蓬萊里,64,4,10,1408,0,44,8,12,54,16,38,6,2420,2,190,1780,6056
臺北市,大同區,鄰江里,76,16,16,1794,4,42,10,16,72,18,36,12,3326,8,180,2132,7758
臺北市,大同區,重慶里,86,28,20,1926,0,34,6,18,52,18,44,10,2992,2,230,2638,8104
臺北市,大同區,隆和里,32,4,14,1108,2,22,0,12,36,10,28,8,1852,2,116,1140,4386
臺北市,大同區,雙連里,102,26,28,2588,2,60,10,42,94,32,68,10,4450,10,306,3118,10946
臺北市,大安區,仁愛里,24,2,26,816,2,28,2,4,52,10,42,2,1934,4,132,2346,5426
臺北市,大安區,仁慈里,50,16,42,1194,2,28,4,6,70,24,32,4,2282,6,246,2334,6340
臺北市,大安區,住安里,60,14,34,1128,4,16,2,10,52,24,24,0,1712,4,148,2634,5866
臺北市,大安區,光信里,46,20,68,1576,6,30,4,8,66,16,36,10,2890,6,216,3590,8588
臺北市,大安區,光明里,32,10,20,1182,0,22,0,4,22,10,28,2,1332,2,136,1534,4336
臺北市,大安區,光武里,66,8,42,1482,10,56,4,14,72,16,34,2,2870,4,250,3554,8484
臺北市,大安區,全安里,34,8,32,932,16,14,4,24,54,10,32,0,1524,4,134,2286,5108
臺北市,大安區,古莊里,82,20,70,1978,8,34,4,28,104,38,78,4,2684,0,264,3360,8756
臺北市,大安區,古風里,58,18,16,1012,0,26,0,8,40,14,22,2,1628,4,166,1938,4952
臺北市,大安區,和安里,48,10,50,1638,2,32,2,8,70,12,54,2,2378,6,314,3204,7830
臺北市,大安區,大學里,112,34,62,2024,8,68,4,14,78,54,72,6,3250,4,360,4058,10208
臺北市,大安區,學府里,36,10,16,466,0,14,4,12,14,12,18,6,776,0,88,1228,2700
臺北市,大安區,建倫里,26,18,36,1060,0,32,0,16,44,16,28,2,2328,6,164,2994,6770
臺北市,大安區,建安里,50,26,16,956,0,30,0,8,28,16,14,4,1790,6,152,2322,5418
臺北市,大安區,德安里,46,14,58,1102,0,24,2,12,32,6,38,4,1908,2,160,2984,6392
臺北市,大安區,敦安里,40,22,28,1292,0,48,0,10,78,30,28,6,2364,0,170,2808,6924
臺北市,大安區,敦煌里,56,22,30,1282,0,24,4,12,68,22,38,2,2418,6,208,2764,6956
臺北市,大安區,新龍里,76,24,98,1878,2,66,10,14,74,46,42,6,1858,4,222,3908,8328
臺北市,大安區,昌隆里,22,8,14,586,2,32,0,4,34,4,20,6,1392,4,68,1436,3632
臺北市,大安區,正聲里,50,18,46,982,6,24,0,12,64,10,16,8,1598,2,124,2278,5238
臺北市,大安區,民炤里,70,18,48,1756,6,40,2,18,86,44,52,14,3322,2,318,3486,9282
臺北市,大安區,民輝里,46,48,40,1580,4,60,6,14,76,24,62,16,2646,0,264,2956,7842
臺北市,大安區,永康里,40,8,26,934,0,26,0,6,20,8,16,4,1244,0,104,1742,4178
臺北市,大安區,法治里,40,16,44,1070,2,22,4,12,36,18,20,0,1452,2,162,2574,5474
臺北市,大安區,福住里,82,20,44,1574,6,36,4,10,66,24,42,2,2312,0,238,2594,7054
臺北市,大安區,群英里,56,26,104,1666,4,30,2,16,56,44,38,6,1616,2,274,4618,8558
臺北市,大安區,群賢里,50,10,46,1258,4,48,0,6,56,20,42,6,1874,4,204,3116,6744
臺北市,大安區,義安里,32,8,42,1140,0,36,0,8,58,16,32,8,1862,2,144,2848,6236
臺北市,大安區,義村里,36,20,76,1184,0,30,2,12,38,18,30,6,1698,2,156,3370,6678
臺北市,大安區,臥龍里,20,8,18,544,0,16,0,2,26,20,10,2,666,0,106,1038,2476
臺北市,大安區,臨江里,32,34,30,1012,4,26,2,12,48,14,14,8,1602,8,122,1952,4920
臺北市,大安區,芳和里,60,14,36,1336,0,36,4,18,64,14,50,12,2114,4,182,2926,6870
臺北市,大安區,華聲里,52,16,34,888,2,22,0,4,38,16,22,14,1486,4,148,1984,4730
臺北市,大安區,虎嘯里,50,14,14,844,2,30,2,4,38,10,28,2,1350,0,176,1972,4536
臺北市,大安區,誠安里,18,4,26,738,2,10,0,2,46,10,16,14,1672,4,122,1864,4548
臺北市,大安區,車層里,66,14,48,1230,2,24,0,10,66,20,32,4,2450,0,166,2952,7084
臺北市,大安區,通化里,52,14,42,1564,0,38,12,18,46,22,28,4,2512,8,192,2614,7166
臺北市,大安區,通安里,52,16,42,1316,6,52,4,4,64,16,32,2,2106,8,158,2606,6484
臺北市,大安區,錦安里,72,4,40,1528,4,48,0,6,66,20,38,0,2280,2,270,2632,7010
臺北市,大安區,錦泰里,44,8,32,980,0,22,0,14,30,14,38,6,1256,4,156,1782,4386
臺北市,大安區,錦華里,60,18,36,1594,0,44,0,6,48,6,48,6,2092,2,232,2782,6974
臺北市,大安區,黎元里,48,18,40,1432,4,64,2,14,78,32,30,0,2126,8,170,2624,6690
臺北市,大安區,黎和里,56,20,34,1266,2,20,2,4,80,28,28,10,1626,0,208,2570,5954
臺北市,大安區,黎孝里,80,16,70,2016,4,54,6,20,92,24,38,8,2938,2,250,3914,9532
臺北市,大安區,龍圖里,52,20,42,1612,6,32,0,14,76,26,44,6,2358,2,232,3450,7972
臺北市,大安區,龍坡里,58,14,30,1308,16,30,0,10,44,32,44,10,2154,2,222,2626,6600
臺北市,大安區,龍安里,66,14,24,1636,2,30,6,16,66,20,48,2,2458,2,260,2848,7498
臺北市,大安區,龍泉里,58,8,26,1252,10,48,2,4,46,22,46,0,1930,0,238,2170,5860
臺北市,大安區,龍淵里,100,24,56,2402,2,60,6,12,128,36,88,2,3314,6,396,4072,10704
臺北市,大安區,龍生里,78,10,46,1684,4,42,2,12,80,34,24,2,2316,4,258,3286,7882
臺北市,大安區,龍門里,44,8,18,938,4,26,0,4,40,12,32,4,1666,0,168,1976,4940
臺北市,大安區,龍陣里,24,8,20,762,8,10,0,10,38,8,24,4,1388,2,110,1778,4194
臺北市,大安區,龍雲里,48,14,32,984,4,24,2,6,42,26,32,6,1772,0,136,2314,5442
臺北市,文山區,博嘉里,82,20,30,1520,8,40,6,12,60,26,54,14,2104,10,196,2900,7082
臺北市,文山區,忠順里,50,14,28,1166,4,30,6,10,46,18,32,6,1220,2,134,2684,5450
臺北市,文山區,指南里,102,6,42,1170,6,32,0,4,54,20,26,6,1562,6,144,1764,4944
臺北市,文山區,政大里,128,14,72,2214,6,62,4,14,96,28,60,10,2534,4,302,3776,9324
臺北市,文山區,明義里,66,20,36,1166,4,48,6,12,38,18,32,4,1128,6,150,1978,4712
臺北市,文山區,明興里,116,40,56,2004,6,66,2,6,88,20,22,6,2074,6,232,3642,8386
臺北市,文山區,景仁里,96,28,46,1588,6,44,2,10,72,14,36,18,1870,2,256,3030,7118
臺北市,文山區,景慶里,110,10,48,1800,2,44,4,12,72,38,54,6,2132,6,250,3002,7590
臺北市,文山區,景東里,126,22,46,1962,4,50,2,8,92,24,38,4,2142,6,238,3826,8590
臺北市,文山區,景美里,126,20,22,1370,6,18,2,10,58,14,38,4,1834,2,164,2508,6196
臺北市,文山區,景華里,102,12,36,1520,8,24,2,8,66,26,36,12,1878,6,178,2904,6818
臺北市,文山區,景行里,102,22,38,2240,4,48,2,30,68,32,38,10,3000,2,318,3336,9290
臺北市,文山區,木新里,120,24,34,2404,26,52,2,18,92,38,36,6,3372,0,316,4478,11018
臺北市,文山區,木柵里,152,18,92,2566,16,54,6,22,128,38,38,12,2754,4,304,5840,12044
臺北市,文山區,樟文里,112,12,48,1686,4,30,6,16,60,18,34,12,2226,6,154,3092,7516
臺北市,文山區,樟新里,98,26,42,1494,0,42,4,14,46,20,30,6,1666,2,206,2976,6672
臺北市,文山區,樟林里,138,28,68,2282,8,38,4,26,58,32,40,14,2618,2,304,4466,10126
臺北市,文山區,樟樹里,56,12,10,1318,4,24,2,20,52,10,22,2,1572,2,162,2372,5640
臺北市,文山區,樟腳里,64,16,28,1550,4,42,0,28,52,14,24,8,1888,2,192,2716,6628
臺北市,文山區,老泉里,12,2,2,184,0,10,0,0,6,6,4,0,492,2,22,308,1050
臺北市,文山區,興光里,82,8,20,1072,6,14,4,8,46,12,34,12,1246,4,138,2090,4796
臺北市,文山區,興安里,104,20,56,1762,2,50,6,18,82,24,34,4,2070,6,220,3926,8384
臺北市,文山區,興家里,98,20,84,2076,2,48,4,24,88,24,36,10,2252,4,272,4174,9216
臺北市,文山區,興得里,102,34,52,1734,0,42,4,10,92,24,34,10,1896,2,224,3296,7556
臺北市,文山區,興旺里,118,32,96,2528,10,76,0,34,68,34,24,6,2344,2,282,4522,10176
臺北市,文山區,興昌里,110,14,54,1728,4,32,2,6,68,16,44,12,2020,0,248,3538,7896
臺北市,文山區,興業里,74,18,46,1366,4,26,2,16,52,8,34,2,1552,4,176,3212,6592
臺北市,文山區,興泰里,64,12,42,1202,4,24,2,10,44,22,20,14,1446,0,146,2256,5308
臺北市,文山區,興福里,80,20,46,1534,6,38,4,12,34,30,36,2,1960,4,196,2730,6732
臺北市,文山區,興豐里,80,18,46,1378,0,28,2,10,58,8,22,16,1702,0,186,2586,6140
臺北市,文山區,興邦里,72,20,68,1388,4,34,2,14,56,24,26,0,1350,2,196,3088,6344
臺北市,文山區,華興里,124,26,100,2370,2,46,6,12,92,38,52,10,2810,0,318,4918,10924
臺北市,文山區,萬和里,48,14,36,904,0,8,6,8,22,8,14,4,912,4,140,2216,4344
臺北市,文山區,萬年里,110,12,42,1460,8,34,0,18,66,12,52,4,1960,2,192,2620,6592
臺北市,文山區,萬有里,108,18,34,1514,0,46,0,12,58,18,26,4,1864,0,216,2978,6896
臺北市,文山區,萬盛里,70,26,44,1248,2,42,0,6,40,22,22,0,1608,4,150,2534,5818
臺北市,文山區,萬祥里,88,18,26,1162,2,44,8,8,64,32,58,8,1610,2,158,2236,5524
臺北市,文山區,萬美里,88,40,66,1774,10,46,4,12,86,26,76,10,2208,0,254,3852,8552
臺北市,文山區,萬興里,128,24,58,2264,4,42,2,20,98,34,54,4,2974,8,304,4104,10122
臺北市,文山區,萬芳里,152,24,70,2330,10,50,6,20,92,24,40,6,2326,10,260,4242,9662
臺北市,文山區,萬隆里,130,34,50,1988,2,34,0,8,72,34,50,8,2314,0,222,3854,8800
臺北市,文山區,試院里,134,20,78,1980,4,48,2,18,66,26,26,6,2068,4,228,3922,8630
臺北市,文山區,順興里,108,26,34,2156,10,32,2,16,78,30,40,10,2558,2,270,3682,9054
臺北市,松山區,三民里,76,8,56,1516,4,34,0,14,68,16,22,4,2700,2,246,3406,8172
臺北市,松山區,中崙里,44,24,32,1102,2,14,0,4,26,16,28,8,1552,10,172,1842,4876
臺北市,松山區,中正里,106,24,36,2336,6,64,4,16,74,16,62,4,3932,2,376,3784,10842
臺北市,松山區,中華里,56,22,40,1510,10,46,4,14,46,16,32,6,2436,2,170,3138,7548
臺北市,松山區,介壽里,36,10,20,996,2,16,10,8,52,18,54,0,1864,2,178,1924,5190
臺北市,松山區,吉仁里,18,12,10,1002,0,34,8,10,32,8,18,6,1630,0,146,1668,4602
臺北市,松山區,吉祥里,48,20,24,1960,8,42,2,22,84,20,34,4,3312,2,296,3946,9824
臺北市,松山區,安平里,90,26,70,2242,8,30,4,30,96,32,54,18,3442,0,314,3544,10000
臺北市,松山區,富泰里,40,14,42,1100,0,26,0,10,42,16,42,16,1624,4,136,2406,5518
臺北市,松山區,富錦里,48,18,30,1260,2,20,0,12,64,14,36,2,1960,0,206,2524,6196
臺北市,松山區,復勢里,68,4,32,1662,2,40,6,8,82,12,26,6,2712,6,274,2692,7632
臺北市,松山區,復建里,42,4,42,1148,2,30,0,4,54,14,26,6,1688,8,148,2128,5344
臺北市,松山區,復源里,34,16,28,796,2,18,4,4,28,14,14,0,1268,0,154,1622,4002
臺北市,松山區,復盛里,64,18,42,1510,8,36,2,10,48,22,28,16,2370,10,234,3122,7540
臺北市,松山區,慈祐里,84,16,28,2066,6,50,4,26,94,22,64,16,3246,10,258,2972,8962
臺北市,松山區,敦化里,52,18,24,1682,6,60,0,20,62,28,36,10,2902,2,292,3050,8244
臺北市,松山區,新東里,54,16,26,1264,2,28,0,10,42,8,16,0,2030,4,174,2436,6110
臺北市,松山區,新益里,56,14,16,1206,4,26,2,8,30,16,34,4,2020,4,170,2194,5804
臺北市,松山區,新聚里,82,20,42,2080,0,42,0,32,88,38,46,6,3280,0,264,3496,9516
臺北市,松山區,東光里,56,14,60,1632,2,50,2,20,64,26,28,4,2664,6,274,3630,8532
臺北市,松山區,東勢里,32,4,18,1052,4,32,2,10,30,14,26,4,1880,2,136,1884,5130
臺北市,松山區,東昌里,26,0,22,688,0,16,0,2,18,4,14,2,1134,4,86,1038,3054
臺北市,松山區,東榮里,120,24,38,1842,2,38,2,14,68,32,52,6,3462,0,264,3566,9530
臺北市,松山區,松基里,40,8,14,782,6,24,2,10,22,12,18,8,1626,4,136,1570,4282
臺北市,松山區,民有里,116,16,38,1962,4,52,0,18,90,16,62,4,4136,4,290,4004,10812
臺北市,松山區,民福里,54,10,52,1572,2,34,2,12,58,20,24,2,2316,2,172,3410,7742
臺北市,松山區,福成里,32,10,16,644,0,6,0,4,18,6,28,4,1122,2,74,1192,3158
臺北市,松山區,精忠里,32,10,32,1014,4,22,6,6,48,20,26,2,1650,6,170,2052,5100
臺北市,松山區,美仁里,36,2,14,838,2,18,0,2,18,14,32,0,1510,8,106,1502,4102
臺北市,松山區,自強里,76,28,88,2174,10,68,0,14,86,34,34,10,1948,2,272,6366,11210
臺北市,松山區,莊敬里,56,24,24,1332,2,44,8,12,58,18,28,6,1862,6,200,2552,6232
臺北市,松山區,鵬程里,44,10,34,1290,8,34,2,20,48,18,14,0,1712,4,186,2616,6040
臺北市,松山區,龍田里,108,26,98,2790,14,54,0,10,90,40,70,14,2996,8,356,5950,12624
臺北市,萬華區,仁德里,32,22,26,1328,2,22,4,16,68,18,44,8,2172,10,166,1926,5864
臺北市,萬華區,保德里,26,14,6,882,0,22,0,10,54,10,20,4,1454,8,76,1362,3948
臺北市,萬華區,全德里,54,12,18,1184,2,20,4,12,40,10,42,4,1874,26,120,1722,5144
臺北市,萬華區,凌霄里,38,14,28,952,2,18,2,18,36,30,24,6,1056,16,102,2052,4394
臺北市,萬華區,和平里,50,22,26,1802,6,30,10,30,58,22,48,2,3428,36,188,2094,7852
臺北市,萬華區,和德里,54,12,14,1646,2,20,8,20,74,26,36,16,2874,32,154,2146,7134
臺北市,萬華區,壽德里,60,22,28,1314,4,28,2,22,56,12,28,6,2186,26,108,2008,5910
臺北市,萬華區,孝德里,26,6,6,930,2,10,2,20,38,4,16,6,1718,16,108,1130,4038
臺北市,萬華區,富民里,52,14,16,1256,0,28,4,14,48,6,40,6,2452,30,118,1840,5924
臺北市,萬華區,富福里,46,10,22,1310,4,38,4,12,28,8,36,4,2396,16,112,1790,5836
臺北市,萬華區,忠德里,32,18,14,1318,4,14,2,20,62,20,34,4,2126,24,138,1664,5494
臺北市,萬華區,忠貞里,60,14,58,1014,4,48,10,12,44,24,36,18,1344,24,134,2900,5744
臺北市,萬華區,新和里,70,42,94,2238,4,40,6,26,66,34,28,10,1928,14,230,5646,10476
臺北市,萬華區,新安里,66,40,52,1780,10,80,10,28,96,26,36,10,2880,26,162,3656,8958
臺北市,萬華區,新忠里,18,14,20,778,4,24,0,0,30,20,12,4,722,6,92,2486,4230
臺北市,萬華區,新起里,68,14,46,2050,4,32,2,28,62,28,78,8,2972,10,204,2980,8586
臺北市,萬華區,日善里,44,10,16,998,0,18,0,10,36,12,28,6,1730,14,90,1356,4368
臺北市,萬華區,日祥里,50,28,56,1656,12,62,4,16,52,20,32,8,1940,22,172,3280,7410
臺北市,萬華區,柳鄉里,44,20,14,1336,4,26,0,14,62,10,16,10,2434,48,100,1724,5862
臺北市,萬華區,榮德里,22,6,24,926,4,36,6,12,46,18,22,4,1642,30,96,1356,4250
臺北市,萬華區,福星里,66,30,32,1356,6,22,2,26,56,10,18,4,1956,10,158,2440,6192
臺北市,萬華區,福音里,54,8,16,1148,2,20,2,6,32,8,28,2,1802,10,126,1524,4788
臺北市,萬華區,糖廍里,56,20,20,1414,0,38,4,22,40,12,18,14,2672,30,160,2094,6614
臺北市,萬華區,綠堤里,30,2,16,1188,0,20,6,18,40,20,14,6,1676,36,78,1780,4930
臺北市,萬華區,興德里,50,16,12,1246,4,28,4,22,52,14,28,6,2040,28,138,1528,5216
臺北市,萬華區,菜園里,54,18,28,1690,4,48,16,22,64,18,50,6,2854,8,176,2394,7450
臺北市,萬華區,華中里,64,24,28,1678,0,34,6,24,72,12,36,16,2892,36,178,2364,7464
臺北市,萬華區,華江里,66,22,28,2384,6,54,8,24,88,28,40,12,3806,38,218,3162,9984
臺北市,萬華區,萬壽里,50,18,22,740,0,24,0,4,34,8,22,8,1130,6,60,1520,3646
臺北市,萬華區,西門里,36,18,34,874,2,38,4,8,36,10,26,4,1274,8,128,1650,4150
臺北市,萬華區,銘德里,32,22,20,1344,0,24,4,16,52,16,28,4,2136,30,150,1700,5578
臺北市,萬華區,錦德里,56,12,26,1554,6,30,2,28,46,10,22,18,2578,28,164,2038,6618
臺北市,萬華區,雙園里,38,12,22,1488,2,38,4,8,52,6,46,10,2146,16,144,1782,5814
臺北市,萬華區,青山里,54,10,18,1552,2,36,4,16,38,30,34,10,2820,34,150,2370,7178
臺北市,萬華區,頂碩里,50,24,26,1848,6,36,6,30,52,24,30,8,3692,38,194,2548,8612
臺北市,萬華區,騰雲里,28,16,18,874,8,18,6,10,36,16,24,4,1030,10,92,1738,3928
