行政區別,村里別,俞慧君,傅國淵,吳建志,吳東昇,張峻,張懷文,張正治,張美慧,徐子芳,徐雪玉,施金樹,李秋旺,林宗昆,林文松,林源富,楊華美,沈君茹,洪士閔,游美雲,游象蓁,潘月霞,王燕美,王能昌,莊建威,莊枝財,葉鯤璟,蔡啟塔,蘇金勝,謝國榮,謝金城,邱光明,郭應義,鄭寶秀,錢自立,陳棟樑,陳銘文,魏嘉彥,黃振富,黃文成,黃玲蘭,黃馨,俞慧君_黨籍,傅國淵_黨籍,吳建志_黨籍,吳東昇_黨籍,張峻_黨籍,張懷文_黨籍,張正治_黨籍,張美慧_黨籍,徐子芳_黨籍,徐雪玉_黨籍,施金樹_黨籍,李秋旺_黨籍,林宗昆_黨籍,林文松_黨籍,林源富_黨籍,楊華美_黨籍,沈君茹_黨籍,洪士閔_黨籍,游美雲_黨籍,游象蓁_黨籍,潘月霞_黨籍,王燕美_黨籍,王能昌_黨籍,莊建威_黨籍,莊枝財_黨籍,葉鯤璟_黨籍,蔡啟塔_黨籍,蘇金勝_黨籍,謝國榮_黨籍,謝金城_黨籍,邱光明_黨籍,郭應義_黨籍,鄭寶秀_黨籍,錢自立_黨籍,陳棟樑_黨籍,陳銘文_黨籍,魏嘉彥_黨籍,黃振富_黨籍,黃文成_黨籍,黃玲蘭_黨籍,黃馨_黨籍
吉安鄉,南昌村,,,266.0,,148.0,260.0,316.0,,,256.0,,,,,268.0,,224.0,,226.0,,,,18.0,66.0,,154.0,,,,,,,,,130.0,,,304.0,,,424.0,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨
吉安鄉,南華村,,,258.0,,8.0,66.0,62.0,,,74.0,,,,,170.0,,36.0,,78.0,,,,8.0,16.0,,68.0,,,,,,,,,24.0,,,206.0,,,188.0,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨
吉安鄉,吉安村,,,532.0,,214.0,354.0,530.0,,,402.0,,,,,492.0,,436.0,,344.0,,,,48.0,146.0,,252.0,,,,,,,,,212.0,,,512.0,,,900.0,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨
吉安鄉,太昌村,,,344.0,,142.0,198.0,306.0,,,308.0,,,,,384.0,,170.0,,248.0,,,,34.0,76.0,,120.0,,,,,,,,,76.0,,,392.0,,,556.0,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨
吉安鄉,宜昌村,,,278.0,,132.0,254.0,394.0,,,248.0,,,,,250.0,,222.0,,222.0,,,,24.0,90.0,,178.0,,,,,,,,,176.0,,,332.0,,,546.0,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨
吉安鄉,干城村,,,112.0,,60.0,94.0,84.0,,,72.0,,,,,92.0,,58.0,,66.0,,,,6.0,14.0,,30.0,,,,,,,,,42.0,,,72.0,,,176.0,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨
吉安鄉,慶豐村,,,1008.0,,212.0,470.0,690.0,,,324.0,,,,,492.0,,794.0,,548.0,,,,72.0,262.0,,288.0,,,,,,,,,182.0,,,798.0,,,884.0,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨
吉安鄉,東昌村,,,258.0,,150.0,378.0,506.0,,,338.0,,,,,530.0,,282.0,,272.0,,,,46.0,68.0,,298.0,,,,,,,,,176.0,,,264.0,,,758.0,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨
吉安鄉,永安村,,,880.0,,136.0,266.0,446.0,,,298.0,,,,,240.0,,280.0,,284.0,,,,34.0,74.0,,154.0,,,,,,,,,108.0,,,532.0,,,698.0,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨
吉安鄉,永興村,,,194.0,,92.0,118.0,238.0,,,310.0,,,,,362.0,,128.0,,96.0,,,,16.0,36.0,,196.0,,,,,,,,,264.0,,,142.0,,,514.0,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨
吉安鄉,福興村,,,230.0,,80.0,242.0,182.0,,,210.0,,,,,756.0,,130.0,,202.0,,,,18.0,48.0,,140.0,,,,,,,,,78.0,,,276.0,,,384.0,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨
吉安鄉,稻香村,,,290.0,,120.0,158.0,280.0,,,304.0,,,,,548.0,,242.0,,230.0,,,,20.0,60.0,,144.0,,,,,,,,,392.0,,,204.0,,,580.0,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨
壽豐鄉,光榮村,,,0.0,,10.0,34.0,12.0,,,60.0,,,,,0.0,,8.0,,8.0,,,,0.0,0.0,,24.0,,,,,,,,,2.0,,,8.0,,,4.0,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨
壽豐鄉,共和村,,,10.0,,8.0,282.0,46.0,,,126.0,,,,,6.0,,26.0,,18.0,,,,12.0,12.0,,140.0,,,,,,,,,8.0,,,38.0,,,12.0,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨
壽豐鄉,壽豐村,,,14.0,,64.0,614.0,52.0,,,176.0,,,,,22.0,,36.0,,46.0,,,,24.0,4.0,,298.0,,,,,,,,,28.0,,,46.0,,,28.0,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨
壽豐鄉,平和村,,,6.0,,16.0,456.0,72.0,,,344.0,,,,,102.0,,58.0,,52.0,,,,32.0,14.0,,194.0,,,,,,,,,32.0,,,44.0,,,38.0,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨
壽豐鄉,志學村,,,60.0,,26.0,814.0,92.0,,,804.0,,,,,120.0,,66.0,,88.0,,,,44.0,62.0,,410.0,,,,,,,,,64.0,,,110.0,,,76.0,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨
壽豐鄉,月眉村,,,2.0,,0.0,76.0,20.0,,,124.0,,,,,4.0,,10.0,,8.0,,,,0.0,0.0,,36.0,,,,,,,,,4.0,,,14.0,,,4.0,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨
壽豐鄉,樹湖村,,,4.0,,12.0,124.0,26.0,,,44.0,,,,,4.0,,6.0,,18.0,,,,2.0,0.0,,150.0,,,,,,,,,4.0,,,16.0,,,4.0,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨
壽豐鄉,水璉村,,,4.0,,0.0,116.0,24.0,,,94.0,,,,,14.0,,2.0,,4.0,,,,4.0,6.0,,56.0,,,,,,,,,4.0,,,14.0,,,42.0,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨
壽豐鄉,池南村,,,6.0,,22.0,202.0,30.0,,,102.0,,,,,24.0,,12.0,,16.0,,,,6.0,8.0,,72.0,,,,,,,,,10.0,,,28.0,,,10.0,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨
壽豐鄉,溪口村,,,8.0,,64.0,358.0,14.0,,,124.0,,,,,12.0,,4.0,,20.0,,,,4.0,4.0,,68.0,,,,,,,,,14.0,,,34.0,,,6.0,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨
壽豐鄉,米棧村,,,6.0,,2.0,74.0,66.0,,,20.0,,,,,2.0,,0.0,,6.0,,,,0.0,2.0,,20.0,,,,,,,,,0.0,,,6.0,,,2.0,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨
壽豐鄉,豐坪村,,,20.0,,18.0,394.0,26.0,,,204.0,,,,,18.0,,8.0,,42.0,,,,4.0,8.0,,118.0,,,,,,,,,4.0,,,24.0,,,20.0,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨
壽豐鄉,豐山村,,,26.0,,104.0,876.0,80.0,,,384.0,,,,,62.0,,28.0,,76.0,,,,4.0,14.0,,456.0,,,,,,,,,32.0,,,50.0,,,46.0,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨
壽豐鄉,豐裡村,,,16.0,,32.0,704.0,34.0,,,358.0,,,,,34.0,,16.0,,28.0,,,,6.0,8.0,,254.0,,,,,,,,,32.0,,,44.0,,,28.0,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨
壽豐鄉,鹽寮村,,,46.0,,14.0,118.0,22.0,,,80.0,,,,,18.0,,12.0,,4.0,,,,0.0,14.0,,4.0,,,,,,,,,10.0,,,40.0,,,38.0,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,中國國民黨
