行政區別,村里別,傅國淵,吳建志,吳東昇,張峻,張正治,張美慧,徐子芳,徐雪玉,林則葹,林品仰,林宗昆,林源富,楊華美,沈君茹,洪士閔,潘璿安,王格致,王能昌,胡仁順,蔡文隆,蔡翼鍾,詹金富,謝國榮,邱光明,鄭乾龍,鄭寶秀,鍾素政,陳志明,陳慶元,陳財能,陳飛廷,韓林梅,魏嘉賢,黃玲蘭,黃馨,傅國淵_黨籍,吳建志_黨籍,吳東昇_黨籍,張峻_黨籍,張正治_黨籍,張美慧_黨籍,徐子芳_黨籍,徐雪玉_黨籍,林則葹_黨籍,林品仰_黨籍,林宗昆_黨籍,林源富_黨籍,楊華美_黨籍,沈君茹_黨籍,洪士閔_黨籍,潘璿安_黨籍,王格致_黨籍,王能昌_黨籍,胡仁順_黨籍,蔡文隆_黨籍,蔡翼鍾_黨籍,詹金富_黨籍,謝國榮_黨籍,邱光明_黨籍,鄭乾龍_黨籍,鄭寶秀_黨籍,鍾素政_黨籍,陳志明_黨籍,陳慶元_黨籍,陳財能_黨籍,陳飛廷_黨籍,韓林梅_黨籍,魏嘉賢_黨籍,黃玲蘭_黨籍,黃馨_黨籍,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
吉安鄉,吉安村,,384.0,,258.0,490.0,,,286.0,438.0,294.0,,358.0,,220.0,,112.0,190.0,44.0,,128.0,,,,,476.0,,,,244.0,,,,,,416.0,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,2169,56,2225,4602,0,11,4
吉安鄉,太昌村,,294.0,,88.0,158.0,,,164.0,264.0,116.0,,226.0,,92.0,,68.0,122.0,14.0,,60.0,,,,,428.0,,,,100.0,,,,,,280.0,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,1237,51,1288,2768,0,11,4
吉安鄉,宜昌村,,288.0,,196.0,274.0,,,248.0,376.0,198.0,,244.0,,142.0,,88.0,168.0,20.0,,138.0,,,,,274.0,,,,126.0,,,,,,338.0,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,1559,43,1602,2975,0,11,4
吉安鄉,干城村,,108.0,,28.0,30.0,,,74.0,82.0,90.0,,64.0,,36.0,,4.0,18.0,0.0,,32.0,,,,,72.0,,,,30.0,,,,,,132.0,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,400,11,411,883,0,11,4
吉安鄉,慶豐村,,674.0,,326.0,438.0,,,338.0,602.0,304.0,,326.0,,338.0,,152.0,230.0,34.0,,170.0,,,,,1252.0,,,,334.0,,,,,,426.0,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,2972,114,3086,5961,0,11,4
吉安鄉,東昌村,,260.0,,246.0,242.0,,,390.0,342.0,278.0,,456.0,,222.0,,80.0,94.0,44.0,,258.0,,,,,222.0,,,,132.0,,,,,,572.0,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,1919,77,1996,3849,0,11,4
吉安鄉,永安村,,558.0,,160.0,198.0,,,238.0,482.0,168.0,,152.0,,168.0,,148.0,112.0,10.0,,132.0,,,,,252.0,,,,198.0,,,,,,382.0,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,1679,51,1730,3722,0,11,4
吉安鄉,永興村,,188.0,,96.0,124.0,,,360.0,162.0,112.0,,286.0,,100.0,,58.0,112.0,16.0,,98.0,,,,,194.0,,,,72.0,,,,,,370.0,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,1174,35,1209,2232,0,11,4
吉安鄉,福興村,,170.0,,136.0,88.0,,,94.0,280.0,138.0,,588.0,,132.0,,34.0,92.0,8.0,,78.0,,,,,358.0,,,,100.0,,,,,,202.0,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,1249,34,1283,2311,0,11,4
吉安鄉,稻香村,,278.0,,174.0,186.0,,,370.0,260.0,146.0,,490.0,,156.0,,66.0,106.0,18.0,,134.0,,,,,200.0,,,,102.0,,,,,,492.0,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,1589,45,1634,2857,0,11,4
壽豐鄉,光榮村,,6.0,,10.0,2.0,,,42.0,12.0,50.0,,2.0,,4.0,,0.0,2.0,12.0,,6.0,,,,,2.0,,,,4.0,,,,,,0.0,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,77,2,79,116,0,11,4
壽豐鄉,共和村,,12.0,,20.0,34.0,,,136.0,52.0,330.0,,10.0,,16.0,,6.0,14.0,18.0,,6.0,,,,,52.0,,,,24.0,,,,,,6.0,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,368,14,382,559,0,11,4
壽豐鄉,壽豐村,,20.0,,60.0,36.0,,,254.0,84.0,630.0,,56.0,,54.0,,6.0,10.0,24.0,,14.0,,,,,34.0,,,,32.0,,,,,,12.0,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,663,20,683,1010,0,11,4
壽豐鄉,平和村,,26.0,,36.0,6.0,,,306.0,136.0,484.0,,120.0,,52.0,,8.0,18.0,38.0,,6.0,,,,,22.0,,,,24.0,,,,,,40.0,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,661,14,675,1055,0,11,4
壽豐鄉,志學村,,72.0,,34.0,74.0,,,772.0,200.0,742.0,,144.0,,60.0,,28.0,94.0,54.0,,30.0,,,,,64.0,,,,170.0,,,,,,44.0,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,1291,55,1346,2068,0,11,4
壽豐鄉,月眉村,,0.0,,0.0,14.0,,,118.0,30.0,92.0,,6.0,,10.0,,0.0,2.0,0.0,,0.0,,,,,8.0,,,,2.0,,,,,,6.0,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,144,5,149,211,0,11,4
壽豐鄉,樹湖村,,18.0,,14.0,8.0,,,90.0,14.0,132.0,,20.0,,4.0,,2.0,6.0,4.0,,2.0,,,,,14.0,,,,6.0,,,,,,6.0,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,170,5,175,271,0,11,4
壽豐鄉,水璉村,,4.0,,4.0,8.0,,,60.0,26.0,96.0,,40.0,,14.0,,4.0,8.0,6.0,,0.0,,,,,6.0,,,,0.0,,,,,,20.0,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,148,12,160,269,0,11,4
壽豐鄉,池南村,,10.0,,40.0,18.0,,,88.0,46.0,166.0,,20.0,,28.0,,2.0,12.0,12.0,,8.0,,,,,38.0,,,,4.0,,,,,,14.0,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,253,15,268,391,0,11,4
壽豐鄉,溪口村,,22.0,,58.0,16.0,,,168.0,44.0,290.0,,8.0,,2.0,,2.0,34.0,22.0,,6.0,,,,,20.0,,,,10.0,,,,,,2.0,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,352,9,361,604,0,11,4
壽豐鄉,米棧村,,8.0,,2.0,50.0,,,40.0,18.0,60.0,,2.0,,0.0,,4.0,2.0,0.0,,0.0,,,,,0.0,,,,0.0,,,,,,4.0,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,95,6,101,124,0,11,4
壽豐鄉,豐坪村,,12.0,,24.0,10.0,,,194.0,34.0,364.0,,30.0,,8.0,,14.0,26.0,4.0,,12.0,,,,,44.0,,,,16.0,,,,,,20.0,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,406,8,414,647,0,11,4
壽豐鄉,豐山村,,48.0,,48.0,32.0,,,544.0,64.0,886.0,,182.0,,40.0,,16.0,50.0,26.0,,14.0,,,,,80.0,,,,40.0,,,,,,10.0,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,1040,28,1068,1587,0,11,4
壽豐鄉,豐裡村,,24.0,,48.0,12.0,,,374.0,58.0,522.0,,90.0,,24.0,,16.0,32.0,8.0,,18.0,,,,,46.0,,,,24.0,,,,,,16.0,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,656,19,675,1069,0,11,4
壽豐鄉,鹽寮村,,16.0,,26.0,26.0,,,44.0,46.0,84.0,,16.0,,18.0,,4.0,10.0,4.0,,16.0,,,,,18.0,,,,20.0,,,,,,42.0,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,195,7,202,271,0,11,4
富里鄉,吳江村,,,,,,,,,,,,,,,,,,,,,,118.0,,,,,30.0,42.0,,,28.0,,,220.0,,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,219,3,222,335,0,3,2
富里鄉,學田村,,,,,,,,,,,,,,,,,,,,,,420.0,,,,,22.0,22.0,,,36.0,,,168.0,,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,334,14,348,483,0,3,2
富里鄉,富南村,,,,,,,,,,,,,,,,,,,,,,272.0,,,,,22.0,14.0,,,8.0,,,140.0,,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,228,11,239,386,0,3,2
富里鄉,富里村,,,,,,,,,,,,,,,,,,,,,,1054.0,,,,,48.0,26.0,,,40.0,,,330.0,,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,749,14,763,1205,0,3,2
