行政區別,村里別,候選人1＿候選人名稱,候選人1＿黨籍,候選人1_得票數,候選人2＿候選人名稱,候選人2＿黨籍,候選人2_得票數,候選人3＿候選人名稱,候選人3＿黨籍,候選人3_得票數,有效票數A,無效票數B,投票數C,選舉人數G,已領未投票數D,發出票數E,用餘票數F,投票率H
花蓮市,民運里,宋楚瑜/余湘,親民黨,99,韓國瑜/張善政,中國國民黨,18,蔡英文/賴清德,民主進步黨,2796,2796,30,2826,3912,0,9,3,0
萬榮鄉,明利村,宋楚瑜/余湘,親民黨,780,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,800,800,2,802,1264,0,6,2,0
萬榮鄉,紅葉村,宋楚瑜/余湘,親民黨,789,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,1282,1282,18,1300,2070,0,6,2,0
萬榮鄉,萬榮村,宋楚瑜/余湘,親民黨,777,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,1016,1016,6,1022,1486,0,6,2,0
萬榮鄉,西林村,宋楚瑜/余湘,親民黨,771,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,1408,1408,8,1416,2082,0,6,2,0
萬榮鄉,見晴村,宋楚瑜/余湘,親民黨,774,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,646,646,16,662,1036,0,6,2,0
萬榮鄉,馬遠村,宋楚瑜/余湘,親民黨,1569,韓國瑜/張善政,中國國民黨,18,蔡英文/賴清德,民主進步黨,1266,1266,12,1278,2126,0,9,3,0
豐濱鄉,新社村,宋楚瑜/余湘,親民黨,765,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,624,624,12,636,1224,0,6,2,0
豐濱鄉,港口村,宋楚瑜/余湘,親民黨,753,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,900,900,12,912,1432,0,6,2,0
豐濱鄉,磯崎村,宋楚瑜/余湘,親民黨,768,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,450,450,4,454,828,0,6,2,0
豐濱鄉,豐濱村,宋楚瑜/余湘,親民黨,2277,韓國瑜/張善政,中國國民黨,24,蔡英文/賴清德,民主進步黨,1866,1866,30,1896,3250,0,12,4,0
豐濱鄉,靜浦村,宋楚瑜/余湘,親民黨,750,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,698,698,6,704,1338,0,6,2,0
鳳林鎮,北林里,宋楚瑜/余湘,親民黨,684,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,770,770,8,778,1042,0,6,2,0
鳳林鎮,南平里,宋楚瑜/余湘,親民黨,687,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,728,728,4,732,1052,0,6,2,0
鳳林鎮,大榮里,宋楚瑜/余湘,親民黨,1359,韓國瑜/張善政,中國國民黨,18,蔡英文/賴清德,民主進步黨,1656,1656,18,1674,2424,0,9,3,0
鳳林鎮,山興里,宋楚瑜/余湘,親民黨,1347,韓國瑜/張善政,中國國民黨,18,蔡英文/賴清德,民主進步黨,696,696,6,702,1048,0,9,3,0
鳳林鎮,林榮里,宋楚瑜/余湘,親民黨,690,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,1136,1136,24,1160,1570,0,6,2,0
鳳林鎮,森榮里,宋楚瑜/余湘,親民黨,696,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,138,138,0,138,190,0,6,2,0
鳳林鎮,長橋里,宋楚瑜/余湘,親民黨,693,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,1250,1250,8,1258,1898,0,6,2,0
鳳林鎮,鳳仁里,宋楚瑜/余湘,親民黨,654,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,1630,1630,18,1648,2284,0,6,2,0
鳳林鎮,鳳信里,宋楚瑜/余湘,親民黨,1335,韓國瑜/張善政,中國國民黨,18,蔡英文/賴清德,民主進步黨,1782,1782,12,1794,2606,0,9,3,0
鳳林鎮,鳳智里,宋楚瑜/余湘,親民黨,663,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,1568,1568,24,1592,2180,0,6,2,0
鳳林鎮,鳳禮里,宋楚瑜/余湘,親民黨,660,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,868,868,12,880,1168,0,6,2,0
鳳林鎮,鳳義里,宋楚瑜/余湘,親民黨,657,韓國瑜/張善政,中國國民黨,12,蔡英文/賴清德,民主進步黨,868,868,12,880,1238,0,6,2,0
